# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v3.2 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-06-01T00:00:00.0
# Date end (ISO 8601): 2020-07-01T00:00:00.0
# Latitude (positive North, ISO 19115): 49.6100
# Longitude (positive East, ISO 19115): 6.1300
# Altitude (m): 304.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2020-09-28
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-06-05T03:00:00.0/2020-06-05T04:00:00.0;13.5868;3.6377;0.5702;3.0675;13.5089;3.5314;0.5401;2.9914;12.9208;0.8000
2020-06-05T04:00:00.0/2020-06-05T05:00:00.0;169.3678;77.6955;38.1473;39.5482;265.7761;22.4010;0.6898;22.7417;9.4014;1.0000
2020-06-05T05:00:00.0/2020-06-05T06:00:00.0;373.1217;226.7610;153.9228;72.8382;535.8826;64.6627;1.7389;64.3397;5.4005;1.0000
2020-06-05T06:00:00.0/2020-06-05T07:00:00.0;577.8079;397.0376;303.0511;93.9865;690.5747;117.4220;7.3207;110.1013;16.5159;1.0000
2020-06-05T07:00:00.0/2020-06-05T08:00:00.0;769.4854;562.1651;451.8441;110.3210;775.3201;229.6535;28.1675;201.4860;47.0847;1.0000
2020-06-05T08:00:00.0/2020-06-05T09:00:00.0;935.0996;707.6543;585.6555;121.9988;827.7773;178.7390;7.7273;171.0940;11.1810;1.0000
2020-06-05T09:00:00.0/2020-06-05T10:00:00.0;1063.3723;821.8614;694.7944;127.0670;863.8630;259.8598;27.0197;233.3995;33.6550;1.0000
2020-06-05T10:00:00.0/2020-06-05T11:00:00.0;1145.5702;895.7580;770.0492;125.7088;888.9238;195.6726;22.2730;173.3996;25.6902;1.0000
2020-06-05T11:00:00.0/2020-06-05T12:00:00.0;1176.1001;923.4205;801.8437;121.5768;901.6650;304.2167;25.6406;278.5762;28.8334;1.0000
2020-06-05T12:00:00.0/2020-06-05T13:00:00.0;1152.8905;903.6642;786.3835;117.2808;902.0495;336.7303;33.3342;303.3960;38.3984;1.0000
2020-06-05T13:00:00.0/2020-06-05T14:00:00.0;1077.5322;837.9979;725.0400;112.9579;889.7155;250.3949;10.6794;242.0537;12.6586;1.0000
2020-06-05T14:00:00.0/2020-06-05T15:00:00.0;955.1700;730.6770;624.2738;106.4032;863.8999;289.0304;40.5145;249.3162;56.1508;1.0000
2020-06-05T15:00:00.0/2020-06-05T16:00:00.0;794.1508;586.2326;481.1770;105.0556;799.4466;174.1332;14.4127;159.7205;24.0817;1.0000
2020-06-05T16:00:00.0/2020-06-05T17:00:00.0;605.4548;416.3138;312.6480;103.6658;678.8692;263.1097;86.9076;176.2021;197.6618;1.0000
2020-06-05T17:00:00.0/2020-06-05T18:00:00.0;401.9457;241.4127;153.7338;87.6789;496.3486;169.6745;68.0900;101.5844;204.2454;1.0000
2020-06-05T18:00:00.0/2020-06-05T19:00:00.0;197.4949;90.2047;40.4726;49.7321;247.6730;72.0591;17.5310;54.5281;89.9403;1.0000
2020-06-05T19:00:00.0/2020-06-05T20:00:00.0;25.6691;7.2737;1.2160;6.0577;22.1905;6.6519;0.0011;6.6508;0.0162;1.0000
2020-06-05T20:00:00.0/2020-06-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-05T21:00:00.0/2020-06-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-05T22:00:00.0/2020-06-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-05T23:00:00.0/2020-06-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T00:00:00.0/2020-06-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T01:00:00.0/2020-06-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T02:00:00.0/2020-06-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T03:00:00.0/2020-06-06T04:00:00.0;14.1173;4.1091;0.8637;3.2454;20.4607;3.9899;0.8199;3.1700;19.6213;0.8000
2020-06-06T04:00:00.0/2020-06-06T05:00:00.0;170.5708;83.9843;46.8627;37.1215;328.9841;17.2840;0.7878;19.6780;12.1284;1.0000
2020-06-06T05:00:00.0/2020-06-06T06:00:00.0;374.0863;236.9696;171.8454;65.1242;598.3658;61.8144;1.2524;66.7976;3.7189;1.0000
2020-06-06T06:00:00.0/2020-06-06T07:00:00.0;578.5760;410.0941;331.1590;78.9352;753.3112;140.7627;19.3519;121.4108;40.4913;1.0000
2020-06-06T07:00:00.0/2020-06-06T08:00:00.0;770.1123;578.9240;495.5987;83.3253;849.4098;282.3519;85.2847;197.0672;149.2942;1.0000
2020-06-06T08:00:00.0/2020-06-06T09:00:00.0;935.6499;727.5164;645.1194;82.3970;910.9769;399.4854;132.6428;266.8426;180.0866;1.0000
2020-06-06T09:00:00.0/2020-06-06T10:00:00.0;1063.9154;844.0119;761.3719;82.6400;946.0100;286.4890;61.4255;225.2333;77.1189;1.0000
2020-06-06T10:00:00.0/2020-06-06T11:00:00.0;1146.1755;920.1233;834.6229;85.5004;962.7290;642.9124;289.4077;353.5046;331.9597;1.0000
2020-06-06T11:00:00.0/2020-06-06T12:00:00.0;1176.8323;950.2714;863.3091;86.9622;969.9155;812.5526;462.7408;349.8119;520.0252;1.0000
2020-06-06T12:00:00.0/2020-06-06T13:00:00.0;1153.8052;924.9057;824.3775;100.5282;944.4554;872.2750;684.1207;188.1543;782.3221;1.0000
2020-06-06T13:00:00.0/2020-06-06T14:00:00.0;1078.6720;845.5068;722.3864;123.1203;884.9116;802.3115;654.3168;147.9947;803.0432;1.0000
2020-06-06T14:00:00.0/2020-06-06T15:00:00.0;956.5615;724.2272;585.0626;139.1646;807.5225;663.9949;425.5476;238.4473;587.8506;1.0000
2020-06-06T15:00:00.0/2020-06-06T16:00:00.0;795.8030;575.7485;438.4938;137.2547;727.1176;526.4720;342.8801;183.5920;563.4800;1.0000
2020-06-06T16:00:00.0/2020-06-06T17:00:00.0;607.3583;411.8372;292.9187;118.9186;634.4878;388.2145;275.1921;113.0224;599.6749;1.0000
2020-06-06T17:00:00.0/2020-06-06T18:00:00.0;404.0737;242.7001;151.5674;91.1326;488.0996;225.3891;140.9681;84.4210;444.9799;1.0000
2020-06-06T18:00:00.0/2020-06-06T19:00:00.0;199.8046;92.9640;42.4311;50.5329;257.7394;75.1896;11.6212;63.5685;60.6037;1.0000
2020-06-06T19:00:00.0/2020-06-06T20:00:00.0;26.9636;7.8665;1.4027;6.4637;25.1706;7.2319;0.0025;7.2294;0.0372;1.0000
2020-06-06T20:00:00.0/2020-06-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T21:00:00.0/2020-06-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T22:00:00.0/2020-06-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-06T23:00:00.0/2020-06-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T00:00:00.0/2020-06-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T01:00:00.0/2020-06-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T02:00:00.0/2020-06-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T03:00:00.0/2020-06-07T04:00:00.0;14.5943;4.3405;0.9624;3.3781;22.2301;1.9221;0.0000;1.9221;0.0000;0.8000
2020-06-07T04:00:00.0/2020-06-07T05:00:00.0;171.6407;86.9551;50.8762;36.0789;355.0274;76.8590;33.8194;43.0396;196.6126;1.0000
2020-06-07T05:00:00.0/2020-06-07T06:00:00.0;374.9281;242.9320;184.3132;58.6188;640.5568;230.7088;169.1418;61.5670;587.2347;1.0000
2020-06-07T06:00:00.0/2020-06-07T07:00:00.0;579.2330;415.0144;344.1696;70.8448;782.7426;397.2967;323.2930;74.0037;735.2517;1.0000
2020-06-07T07:00:00.0/2020-06-07T08:00:00.0;770.6400;580.3597;499.4697;80.8900;855.6248;478.1175;243.6181;234.4993;420.9486;1.0000
2020-06-07T08:00:00.0/2020-06-07T09:00:00.0;936.1123;725.6948;637.7505;87.9443;900.0809;490.5051;172.1774;318.3277;246.1055;1.0000
2020-06-07T09:00:00.0/2020-06-07T10:00:00.0;1064.3807;839.6014;745.3264;94.2750;925.4595;412.4061;89.6297;322.7764;111.9208;1.0000
2020-06-07T10:00:00.0/2020-06-07T11:00:00.0;1146.7113;913.4727;813.2226;100.2501;937.3773;563.8177;199.3568;364.4609;228.4912;1.0000
2020-06-07T11:00:00.0/2020-06-07T12:00:00.0;1177.5007;941.3670;836.7732;104.5938;939.3229;495.1276;109.3379;385.7897;122.7512;1.0000
2020-06-07T12:00:00.0/2020-06-07T13:00:00.0;1154.6589;920.0126;812.5072;107.5054;930.0578;397.2142;65.1882;332.0260;74.4341;1.0000
2020-06-07T13:00:00.0/2020-06-07T14:00:00.0;1079.7505;850.8928;742.2855;108.6074;908.4545;367.3427;53.7954;313.5473;65.5826;1.0000
2020-06-07T14:00:00.0/2020-06-07T15:00:00.0;957.8883;740.1086;633.3545;106.7541;873.4012;360.0600;96.6561;263.4039;139.2942;1.0000
2020-06-07T15:00:00.0/2020-06-07T16:00:00.0;797.3843;597.0929;497.4954;99.5975;823.5831;531.1452;290.4620;240.6832;480.1099;1.0000
2020-06-07T16:00:00.0/2020-06-07T17:00:00.0;609.1823;433.3295;346.6538;86.6757;749.5845;294.9143;109.6535;185.2608;237.6370;1.0000
2020-06-07T17:00:00.0/2020-06-07T18:00:00.0;406.1115;262.6374;194.2046;68.4329;625.1807;169.8137;54.6560;115.1576;160.8346;1.0000
2020-06-07T18:00:00.0/2020-06-07T19:00:00.0;202.0126;105.9824;64.2530;41.7293;394.5530;88.8295;28.0387;60.7909;145.9660;1.0000
2020-06-07T19:00:00.0/2020-06-07T20:00:00.0;28.2285;9.4229;2.9776;6.4453;52.5348;8.1697;0.0033;8.1665;0.0480;1.0000
2020-06-07T20:00:00.0/2020-06-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T21:00:00.0/2020-06-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T22:00:00.0/2020-06-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-07T23:00:00.0/2020-06-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T00:00:00.0/2020-06-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T01:00:00.0/2020-06-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T02:00:00.0/2020-06-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T03:00:00.0/2020-06-08T04:00:00.0;15.0606;4.3108;0.8815;3.4293;20.5461;3.2943;0.0000;3.2943;0.0000;0.7833
2020-06-08T04:00:00.0/2020-06-08T05:00:00.0;172.5779;82.0014;42.5782;39.4232;296.3515;60.6032;8.6574;51.9458;48.9276;1.0000
2020-06-08T05:00:00.0/2020-06-08T06:00:00.0;375.6478;229.4191;154.7743;74.6448;536.3881;187.1527;79.8608;107.2920;276.6626;1.0000
2020-06-08T06:00:00.0/2020-06-08T07:00:00.0;579.7794;397.3109;297.3318;99.9791;674.6704;358.3098;222.4986;135.8112;493.0843;1.0000
2020-06-08T07:00:00.0/2020-06-08T08:00:00.0;771.0691;561.9505;443.5226;118.4279;758.8597;534.5319;428.5977;105.9342;733.3823;1.0000
2020-06-08T08:00:00.0/2020-06-08T09:00:00.0;936.4877;707.0643;575.0001;132.0643;810.8650;673.7482;553.5653;120.1829;780.6972;1.0000
2020-06-08T09:00:00.0/2020-06-08T10:00:00.0;1064.7692;820.1468;676.7713;143.3755;839.7897;664.6392;420.7031;243.9361;529.7477;1.0000
2020-06-08T10:00:00.0/2020-06-08T11:00:00.0;1147.1782;892.3567;739.3558;153.0009;851.6718;486.0992;115.6259;370.4732;133.6193;1.0000
2020-06-08T11:00:00.0/2020-06-08T12:00:00.0;1178.1058;918.4435;758.7413;159.7022;851.0746;562.6736;191.0732;371.6005;214.3379;1.0000
2020-06-08T12:00:00.0/2020-06-08T13:00:00.0;1155.4519;895.6548;733.7886;161.8662;839.1490;802.8788;480.2264;322.6525;549.5835;1.0000
2020-06-08T13:00:00.0/2020-06-08T14:00:00.0;1080.7677;825.5961;666.3415;159.2546;814.4783;745.6067;425.4397;320.1670;520.0548;1.0000
2020-06-08T14:00:00.0/2020-06-08T15:00:00.0;959.1502;714.1331;561.6411;152.4921;773.1340;664.6971;488.1983;176.4988;670.2260;1.0000
2020-06-08T15:00:00.0/2020-06-08T16:00:00.0;798.8942;571.2097;431.6748;139.5348;712.7029;501.7561;258.2752;243.4809;426.1486;1.0000
2020-06-08T16:00:00.0/2020-06-08T17:00:00.0;610.9259;408.7457;289.5295;119.2162;623.2368;354.1755;168.7176;185.4579;363.0491;1.0000
2020-06-08T17:00:00.0/2020-06-08T18:00:00.0;408.0584;241.5474;151.0599;90.4875;481.7009;176.9855;61.4874;115.4981;183.9088;1.0000
2020-06-08T18:00:00.0/2020-06-08T19:00:00.0;204.1178;93.6400;43.3129;50.3271;258.5280;59.4338;2.7959;56.6379;14.1154;1.0000
2020-06-08T19:00:00.0/2020-06-08T20:00:00.0;29.4339;8.4682;1.5882;6.8800;27.2653;6.2100;0.0001;6.2099;0.0011;1.0000
2020-06-08T20:00:00.0/2020-06-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T21:00:00.0/2020-06-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T22:00:00.0/2020-06-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-08T23:00:00.0/2020-06-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T00:00:00.0/2020-06-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T01:00:00.0/2020-06-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T02:00:00.0/2020-06-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T03:00:00.0/2020-06-09T04:00:00.0;15.4480;3.9941;0.4860;3.5081;11.0885;3.8837;0.4622;3.4215;10.6543;0.7833
2020-06-09T04:00:00.0/2020-06-09T05:00:00.0;173.3829;73.6496;29.2583;44.3913;198.5153;19.4191;0.4292;20.9239;6.3646;1.0000
2020-06-09T05:00:00.0/2020-06-09T06:00:00.0;376.2461;213.9655;123.7045;90.2610;425.7331;126.5901;37.4416;90.5590;113.0876;1.0000
2020-06-09T06:00:00.0/2020-06-09T07:00:00.0;580.2164;379.8753;255.5133;124.3620;578.3851;283.6336;106.7803;176.8533;244.3322;1.0000
2020-06-09T07:00:00.0/2020-06-09T08:00:00.0;771.4007;544.2697;395.1492;149.1206;675.2716;453.5876;213.7727;239.8149;361.9219;1.0000
2020-06-09T08:00:00.0/2020-06-09T09:00:00.0;936.7769;689.9117;523.3243;166.5874;737.4180;390.0571;92.1670;297.8901;132.1210;1.0000
2020-06-09T09:00:00.0/2020-06-09T10:00:00.0;1065.0814;803.1209;623.9398;179.1812;773.7512;359.5854;54.2288;305.3567;67.5890;1.0000
2020-06-09T10:00:00.0/2020-06-09T11:00:00.0;1147.5770;874.7498;686.7932;187.9566;790.6363;454.0745;124.7270;329.3475;142.2467;1.0000
2020-06-09T11:00:00.0/2020-06-09T12:00:00.0;1178.6482;900.6442;707.9264;192.7178;793.5146;587.2947;190.4155;396.8792;213.5725;1.0000
2020-06-09T12:00:00.0/2020-06-09T13:00:00.0;1156.1844;879.7366;689.9449;189.7917;788.3514;489.1859;103.5484;385.6375;118.1029;1.0000
2020-06-09T13:00:00.0/2020-06-09T14:00:00.0;1081.7236;813.3681;634.2486;179.1195;774.4474;333.0303;39.2812;293.7491;47.3962;1.0000
2020-06-09T14:00:00.0/2020-06-09T15:00:00.0;960.3469;705.9448;541.5278;164.4170;744.4630;289.1092;36.2000;253.4868;50.7536;1.0000
2020-06-09T15:00:00.0/2020-06-09T16:00:00.0;800.3320;565.8304;418.4917;147.3387;689.4631;252.7579;34.4702;218.2876;57.8613;1.0000
2020-06-09T16:00:00.0/2020-06-09T17:00:00.0;612.5883;404.8138;279.1751;125.6387;599.0614;160.5680;13.4138;147.1542;27.6034;1.0000
2020-06-09T17:00:00.0/2020-06-09T18:00:00.0;409.9131;239.3762;144.7704;94.6057;459.3374;86.0290;3.4918;82.5371;10.9915;1.0000
2020-06-09T18:00:00.0/2020-06-09T19:00:00.0;206.1191;92.7831;40.4247;52.3585;237.6878;39.7321;0.5792;39.1654;2.8679;1.0000
2020-06-09T19:00:00.0/2020-06-09T20:00:00.0;30.6356;8.6584;1.4165;7.2419;23.8936;4.9687;0.0007;4.9680;0.0000;0.9833
2020-06-09T20:00:00.0/2020-06-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T21:00:00.0/2020-06-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T22:00:00.0/2020-06-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-09T23:00:00.0/2020-06-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T00:00:00.0/2020-06-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T01:00:00.0/2020-06-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T02:00:00.0/2020-06-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T03:00:00.0/2020-06-10T04:00:00.0;15.7801;3.8909;0.3779;3.5130;8.4906;1.6011;0.0000;1.6011;0.0000;0.7833
2020-06-10T04:00:00.0/2020-06-10T05:00:00.0;174.0564;68.7311;23.0130;45.7182;154.9762;35.6514;1.3628;34.4529;7.8004;1.0000
2020-06-10T05:00:00.0/2020-06-10T06:00:00.0;376.7238;200.0443;100.6660;99.3783;345.4537;102.6947;13.6084;89.0863;53.2485;1.0000
2020-06-10T06:00:00.0/2020-06-10T07:00:00.0;580.5446;360.7630;217.7281;143.0349;491.6561;104.5781;7.9806;96.5974;17.9451;1.0000
2020-06-10T07:00:00.0/2020-06-10T08:00:00.0;771.6357;524.6902;351.8046;172.8856;600.4619;343.1661;97.5574;245.6087;165.0969;1.0000
2020-06-10T08:00:00.0/2020-06-10T09:00:00.0;936.9810;671.2057;479.3446;191.8612;674.9283;383.0366;91.6073;291.4293;131.5407;1.0000
2020-06-10T09:00:00.0/2020-06-10T10:00:00.0;1065.3185;788.4504;589.3985;199.0520;730.3488;444.5031;112.9778;331.5254;141.7533;1.0000
2020-06-10T10:00:00.0/2020-06-10T11:00:00.0;1147.9083;867.1514;673.0463;194.1051;774.2885;398.9716;77.9567;321.0150;90.7388;1.0000
2020-06-10T11:00:00.0/2020-06-10T12:00:00.0;1179.1281;899.9547;717.4622;182.4925;803.6776;317.9849;37.0324;280.9525;41.4788;1.0000
2020-06-10T12:00:00.0/2020-06-10T13:00:00.0;1156.8566;875.1975;684.8303;190.3673;781.6566;391.8206;64.6057;327.2148;73.5665;1.0000
2020-06-10T13:00:00.0/2020-06-10T14:00:00.0;1082.6180;794.6171;582.7451;211.8721;710.3616;191.5842;15.1312;176.4529;18.5821;1.0000
2020-06-10T14:00:00.0/2020-06-10T15:00:00.0;961.4778;673.0683;453.0473;220.0210;621.0963;167.6559;2.9734;165.2297;4.2337;1.0000
2020-06-10T15:00:00.0/2020-06-10T16:00:00.0;801.6970;528.1256;326.5842;201.5414;536.8112;167.2632;11.2698;155.9935;18.8022;1.0000
2020-06-10T16:00:00.0/2020-06-10T17:00:00.0;614.1687;372.7007;212.0040;160.6967;453.1736;187.3309;23.7935;163.5374;51.2360;1.0000
2020-06-10T17:00:00.0/2020-06-10T18:00:00.0;411.6748;215.8647;104.3666;111.4981;328.6478;118.0889;13.5565;104.5324;40.5074;1.0000
2020-06-10T18:00:00.0/2020-06-10T19:00:00.0;208.0152;82.6106;27.2655;55.3451;158.2823;33.3909;0.4634;33.9743;2.1292;1.0000
2020-06-10T19:00:00.0/2020-06-10T20:00:00.0;31.7906;8.1677;0.9508;7.2168;15.8853;1.9079;0.0000;1.9079;0.0000;0.9667
2020-06-10T20:00:00.0/2020-06-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T21:00:00.0/2020-06-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T22:00:00.0/2020-06-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-10T23:00:00.0/2020-06-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-11T00:00:00.0/2020-06-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-11T01:00:00.0/2020-06-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-11T02:00:00.0/2020-06-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-11T03:00:00.0/2020-06-11T04:00:00.0;16.0938;3.9482;0.3898;3.5584;8.6280;1.5606;0.0000;1.5606;0.0000;0.7667
2020-06-11T04:00:00.0/2020-06-11T05:00:00.0;174.5989;69.0315;23.5496;45.4819;157.6992;25.8794;0.0520;26.2925;0.2608;1.0000
2020-06-11T05:00:00.0/2020-06-11T06:00:00.0;377.0817;201.3955;104.2455;97.1500;357.2646;73.1110;2.1199;72.0010;6.6994;1.0000
2020-06-11T06:00:00.0/2020-06-11T07:00:00.0;580.7651;362.0216;223.5410;138.4806;504.6935;171.7277;24.8716;146.8562;51.7458;1.0000
2020-06-11T07:00:00.0/2020-06-11T08:00:00.0;771.7751;524.7278;356.6865;168.0413;608.6711;449.4522;208.5564;240.8958;354.5829;1.0000
2020-06-11T08:00:00.0/2020-06-11T09:00:00.0;937.1007;670.0894;481.6078;188.4816;677.9442;559.5633;260.6542;298.9091;368.5096;1.0000
2020-06-11T09:00:00.0/2020-06-11T10:00:00.0;1065.4811;784.8605;583.6038;201.2567;723.0184;681.1179;358.5061;322.6118;444.1694;1.0000
2020-06-11T10:00:00.0/2020-06-11T11:00:00.0;1148.1727;859.6582;652.0864;207.5718;749.9021;569.6664;180.4366;389.2298;208.2169;1.0000
2020-06-11T11:00:00.0/2020-06-11T12:00:00.0;1179.5460;888.6848;680.0316;208.6532;761.3111;659.5579;257.8971;401.6607;288.6551;1.0000
2020-06-11T12:00:00.0/2020-06-11T13:00:00.0;1157.4685;870.4104;667.9069;202.5034;761.9850;606.0724;213.8806;392.1919;242.8698;1.0000
2020-06-11T13:00:00.0/2020-06-11T14:00:00.0;1083.4508;806.4660;617.6146;188.8514;752.6165;516.7331;149.0477;367.6854;183.0337;1.0000
2020-06-11T14:00:00.0/2020-06-11T15:00:00.0;962.5427;701.4301;530.3256;171.1045;727.1103;555.3613;239.9796;315.3816;332.5200;1.0000
2020-06-11T15:00:00.0/2020-06-11T16:00:00.0;802.9888;564.6956;416.0637;148.6319;683.2049;509.0259;309.0384;199.9875;513.9490;1.0000
2020-06-11T16:00:00.0/2020-06-11T17:00:00.0;615.6661;407.9744;286.6222;121.3522;612.3277;385.3553;280.4403;104.9150;599.4460;1.0000
2020-06-11T17:00:00.0/2020-06-11T18:00:00.0;413.3422;245.7419;156.6356;89.1064;494.1425;234.0244;156.0169;78.0075;492.4966;1.0000
