# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v3.2 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-06-01T00:00:00.0
# Date end (ISO 8601): 2019-07-01T00:00:00.0
# Latitude (positive North, ISO 19115): 49.6100
# Longitude (positive East, ISO 19115): 6.1300
# Altitude (m): 304.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2020-10-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-06-11T03:00:00.0/2019-06-11T04:00:00.0;15.8466;4.4292;0.8371;3.5921;18.8005;1.8910;0.0002;1.8908;0.0039;0.7667
2019-06-11T04:00:00.0/2019-06-11T05:00:00.0;174.1141;81.0803;41.1635;39.9168;282.9340;36.8790;3.5536;34.3076;18.1408;1.0000
2019-06-11T05:00:00.0/2019-06-11T06:00:00.0;376.7321;227.5387;153.0677;74.4710;528.2384;87.3702;10.4794;78.7547;44.2495;1.0000
2019-06-11T06:00:00.0/2019-06-11T07:00:00.0;580.5206;393.9829;295.1046;98.8783;668.4738;239.6636;81.2729;158.3907;170.0027;1.0000
2019-06-11T07:00:00.0/2019-06-11T08:00:00.0;771.5985;555.8118;438.5867;117.2252;749.5338;502.9883;326.4430;176.5453;563.2998;1.0000
2019-06-11T08:00:00.0/2019-06-11T09:00:00.0;936.9506;697.9348;566.9738;130.9610;798.7445;566.3851;285.4659;280.9192;405.7021;1.0000
2019-06-11T09:00:00.0/2019-06-11T10:00:00.0;1065.3146;808.8947;667.5679;141.3268;827.4745;554.1752;226.9618;327.2134;278.5720;1.0000
2019-06-11T10:00:00.0/2019-06-11T11:00:00.0;1147.9482;880.3726;731.4920;148.8806;841.5819;577.5714;253.5455;324.0258;289.8498;1.0000
2019-06-11T11:00:00.0/2019-06-11T12:00:00.0;1179.2264;906.3357;752.7402;153.5954;843.0836;568.8893;170.6255;398.2638;191.1651;1.0000
2019-06-11T12:00:00.0/2019-06-11T13:00:00.0;1157.0237;882.6470;721.5649;161.0821;823.5453;617.1584;243.0139;374.1445;278.1519;1.0000
2019-06-11T13:00:00.0/2019-06-11T14:00:00.0;1082.8595;810.8977;641.7049;169.1928;782.2884;561.3003;203.7810;357.5193;248.4515;1.0000
2019-06-11T14:00:00.0/2019-06-11T15:00:00.0;961.7939;698.0715;526.9244;171.1471;722.6836;471.5222;146.9249;324.5974;199.4529;1.0000
2019-06-11T15:00:00.0/2019-06-11T16:00:00.0;802.0828;554.7836;393.8256;160.9580;646.9709;398.0741;145.0629;253.0112;233.8295;1.0000
2019-06-11T16:00:00.0/2019-06-11T17:00:00.0;614.6143;393.3750;255.7532;137.6218;546.2920;165.2966;17.7862;147.5104;36.0321;1.0000
2019-06-11T17:00:00.0/2019-06-11T18:00:00.0;412.1663;228.9734;126.1890;102.7844;396.9030;121.7162;18.2981;103.4181;65.0118;1.0000
2019-06-11T18:00:00.0/2019-06-11T19:00:00.0;208.5354;88.5727;34.3626;54.2101;200.8791;56.0597;1.7040;54.3557;8.3206;1.0000
2019-06-11T19:00:00.0/2019-06-11T20:00:00.0;32.0996;8.7833;1.3584;7.4250;22.5825;8.0028;0.0021;8.0007;0.0293;0.9667
2019-06-11T20:00:00.0/2019-06-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T21:00:00.0/2019-06-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T22:00:00.0/2019-06-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T23:00:00.0/2019-06-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T00:00:00.0/2019-06-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T01:00:00.0/2019-06-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T02:00:00.0/2019-06-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T03:00:00.0/2019-06-12T04:00:00.0;16.1212;4.3909;0.7922;3.5987;17.5659;1.7080;0.0000;1.7080;0.0000;0.7667
2019-06-12T04:00:00.0/2019-06-12T05:00:00.0;174.6232;79.7955;40.2691;39.5264;275.3689;34.8692;2.0706;33.0630;10.6035;1.0000
2019-06-12T05:00:00.0/2019-06-12T06:00:00.0;377.0594;224.4039;151.3288;73.0751;521.5160;161.1616;71.4375;89.7241;234.3836;1.0000
2019-06-12T06:00:00.0/2019-06-12T07:00:00.0;580.7137;391.3441;298.4857;92.8585;675.0860;176.7165;44.0324;133.1243;111.4082;1.0000
2019-06-12T07:00:00.0/2019-06-12T08:00:00.0;771.7138;556.9678;455.7931;101.1747;778.3035;164.4736;12.1173;152.3564;20.8270;1.0000
2019-06-12T08:00:00.0/2019-06-12T09:00:00.0;937.0494;703.8557;601.0897;102.7660;846.3171;206.4402;19.9614;186.5613;27.4928;1.0000
2019-06-12T09:00:00.0/2019-06-12T10:00:00.0;1065.4589;820.4179;717.7537;102.6643;889.2865;712.0261;395.8057;316.2204;487.7629;1.0000
2019-06-12T10:00:00.0/2019-06-12T11:00:00.0;1148.1965;898.5143;795.3813;103.1330;914.6329;507.1279;186.8897;320.2382;217.7294;1.0000
2019-06-12T11:00:00.0/2019-06-12T12:00:00.0;1179.6296;932.4985;830.6801;101.8184;929.8459;725.9786;352.3955;373.5832;394.2177;1.0000
2019-06-12T12:00:00.0/2019-06-12T13:00:00.0;1157.6215;914.5915;809.2684;105.3231;923.0098;766.3417;441.0979;325.2437;501.3319;1.0000
2019-06-12T13:00:00.0/2019-06-12T14:00:00.0;1083.6777;845.9738;733.2891;112.6848;893.2188;737.8851;428.5451;309.3401;523.5438;1.0000
2019-06-12T14:00:00.0/2019-06-12T15:00:00.0;962.8430;735.7596;619.5328;116.2268;848.9476;649.0286;395.7167;253.3118;540.7537;1.0000
2019-06-12T15:00:00.0/2019-06-12T16:00:00.0;803.3568;594.6907;485.8336;108.8570;797.6112;552.7472;433.5058;119.2414;715.9893;1.0000
2019-06-12T16:00:00.0/2019-06-12T17:00:00.0;616.0914;434.3663;342.8408;91.5255;732.5387;344.7466;167.9395;176.8071;346.7149;1.0000
2019-06-12T17:00:00.0/2019-06-12T18:00:00.0;413.8105;266.7857;196.3449;70.4408;620.3679;226.1998;128.3718;97.8279;415.7026;1.0000
2019-06-12T18:00:00.0/2019-06-12T19:00:00.0;210.2988;111.1772;67.8994;43.2778;402.3239;99.1800;42.9650;56.2150;256.4292;1.0000
2019-06-12T19:00:00.0/2019-06-12T20:00:00.0;33.1928;11.2846;3.6812;7.6034;60.3563;9.4202;0.0111;9.4092;0.0834;0.9667
2019-06-12T20:00:00.0/2019-06-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T21:00:00.0/2019-06-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T22:00:00.0/2019-06-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-12T23:00:00.0/2019-06-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T00:00:00.0/2019-06-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T01:00:00.0/2019-06-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T02:00:00.0/2019-06-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T03:00:00.0/2019-06-13T04:00:00.0;16.3394;4.7637;1.0943;3.6694;24.5792;1.8258;0.0000;1.8258;0.0002;0.7667
2019-06-13T04:00:00.0/2019-06-13T05:00:00.0;175.0042;85.5147;48.2940;37.2208;332.9268;70.9025;18.5239;52.3785;126.9460;1.0000
2019-06-13T05:00:00.0/2019-06-13T06:00:00.0;377.2702;235.0393;168.9127;66.1266;583.0029;206.1823;120.5849;85.5975;397.5398;1.0000
2019-06-13T06:00:00.0/2019-06-13T07:00:00.0;580.8023;402.4531;316.7006;85.7525;717.0803;383.9631;303.4315;80.5315;686.9675;1.0000
2019-06-13T07:00:00.0/2019-06-13T08:00:00.0;771.7365;565.0152;464.8216;100.1936;794.0135;537.7596;443.7840;93.9756;758.3239;1.0000
2019-06-13T08:00:00.0/2019-06-13T09:00:00.0;937.0666;708.0000;596.9673;111.0328;840.5740;598.5035;327.5894;270.9140;465.2525;1.0000
2019-06-13T09:00:00.0/2019-06-13T10:00:00.0;1065.5308;821.3160;704.0101;117.3060;872.0328;752.7133;565.3336;187.3797;699.5212;1.0000
2019-06-13T10:00:00.0/2019-06-13T11:00:00.0;1148.3793;896.2322;777.1010;119.1312;893.2966;820.1063;564.2104;255.8959;650.1107;1.0000
2019-06-13T11:00:00.0/2019-06-13T12:00:00.0;1179.9712;925.4844;806.8257;118.6587;902.6898;799.8691;491.0077;308.8615;549.5942;1.0000
2019-06-13T12:00:00.0/2019-06-13T13:00:00.0;1158.1584;906.4393;788.9831;117.4562;899.3074;807.1052;587.6263;219.4790;672.0358;1.0000
2019-06-13T13:00:00.0/2019-06-13T14:00:00.0;1084.4330;840.6232;725.2001;115.4231;882.6573;772.2936;528.4287;243.8649;640.6663;1.0000
2019-06-13T14:00:00.0/2019-06-13T15:00:00.0;963.8237;733.6167;622.7816;110.8351;852.5427;614.7296;378.7025;236.0272;510.5229;1.0000
2019-06-13T15:00:00.0/2019-06-13T16:00:00.0;804.5544;592.4592;487.5257;104.9335;798.6320;313.7658;115.5038;198.2620;199.1615;1.0000
2019-06-13T16:00:00.0/2019-06-13T17:00:00.0;617.4821;428.5933;333.0463;95.5470;709.0704;356.8439;170.8731;185.9708;362.9971;1.0000
2019-06-13T17:00:00.0/2019-06-13T18:00:00.0;415.3567;258.5642;180.8164;77.7478;567.2982;243.0801;165.1052;77.9749;522.9559;1.0000
2019-06-13T18:00:00.0/2019-06-13T19:00:00.0;211.9520;105.8145;58.8750;46.9395;345.2852;92.0637;32.1012;59.9625;156.9709;1.0000
2019-06-13T19:00:00.0/2019-06-13T20:00:00.0;34.2130;11.0493;3.2001;7.8491;52.1748;10.1389;0.3546;9.7842;9.1061;0.9667
2019-06-13T20:00:00.0/2019-06-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T21:00:00.0/2019-06-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T22:00:00.0/2019-06-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-13T23:00:00.0/2019-06-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T00:00:00.0/2019-06-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T01:00:00.0/2019-06-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T02:00:00.0/2019-06-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T03:00:00.0/2019-06-14T04:00:00.0;16.5015;4.8806;1.1224;3.7582;25.1444;1.7695;0.0000;1.7695;0.0000;0.7667
2019-06-14T04:00:00.0/2019-06-14T05:00:00.0;175.2580;85.1134;47.1136;37.9999;324.9089;68.2156;18.8190;49.3966;102.0229;1.0000
2019-06-14T05:00:00.0/2019-06-14T06:00:00.0;377.3653;232.2089;163.5052;68.7036;564.1558;220.5876;154.7125;65.8751;533.9412;1.0000
2019-06-14T06:00:00.0/2019-06-14T07:00:00.0;580.7875;393.8645;296.5282;97.3364;672.3273;341.2518;182.6024;158.6494;409.8626;1.0000
2019-06-14T07:00:00.0/2019-06-14T08:00:00.0;771.6677;548.2535;416.9779;131.2756;712.6785;488.1981;302.3132;185.8849;509.2703;1.0000
2019-06-14T08:00:00.0/2019-06-14T09:00:00.0;937.0031;684.0410;520.9806;163.0603;733.7209;641.1957;497.9375;143.2581;701.4192;1.0000
2019-06-14T09:00:00.0/2019-06-14T10:00:00.0;1065.5310;792.5679;606.3030;186.2649;750.8689;672.2236;372.2400;299.9836;459.8290;1.0000
2019-06-14T10:00:00.0/2019-06-14T11:00:00.0;1148.4971;864.9293;665.6975;199.2318;765.0243;809.9747;637.2280;172.7467;732.3044;1.0000
2019-06-14T11:00:00.0/2019-06-14T12:00:00.0;1180.2516;891.8014;683.7766;208.0247;764.6845;756.8046;394.7013;362.1033;441.5435;1.0000
2019-06-14T12:00:00.0/2019-06-14T13:00:00.0;1158.6349;869.1562;656.3396;212.8165;747.5939;729.4686;365.9300;363.5386;415.6928;1.0000
2019-06-14T13:00:00.0/2019-06-14T14:00:00.0;1085.1250;798.6201;586.7067;211.9134;713.3078;521.3713;162.8354;358.5360;196.1111;1.0000
2019-06-14T14:00:00.0/2019-06-14T15:00:00.0;964.7357;687.2278;483.1313;204.0966;660.1876;535.0992;229.2808;305.8185;317.7898;1.0000
2019-06-14T15:00:00.0/2019-06-14T16:00:00.0;805.6750;538.9000;342.5307;196.3692;558.5748;332.1310;103.7994;228.3317;162.1866;1.0000
2019-06-14T16:00:00.0/2019-06-14T17:00:00.0;618.7855;367.4337;189.1180;178.3157;398.6151;126.5443;12.7562;113.7880;26.1171;1.0000
2019-06-14T17:00:00.0/2019-06-14T18:00:00.0;416.8039;201.3030;71.2142;130.0888;218.4905;65.0983;2.0453;66.1903;5.6090;1.0000
2019-06-14T18:00:00.0/2019-06-14T19:00:00.0;213.4940;74.0164;12.9378;61.0786;71.0906;45.9470;0.5700;46.7229;3.4144;1.0000
2019-06-14T19:00:00.0/2019-06-14T20:00:00.0;35.1978;8.0539;0.3278;7.7261;5.1427;7.2988;0.0008;7.2981;0.0044;0.9333
2019-06-14T20:00:00.0/2019-06-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T21:00:00.0/2019-06-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T22:00:00.0/2019-06-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-14T23:00:00.0/2019-06-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T00:00:00.0/2019-06-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T01:00:00.0/2019-06-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T02:00:00.0/2019-06-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T03:00:00.0/2019-06-15T04:00:00.0;16.6077;3.6976;0.1509;3.5467;3.3279;3.3690;0.0000;3.3690;0.0005;0.7667
2019-06-15T04:00:00.0/2019-06-15T05:00:00.0;175.3854;63.0709;14.8933;48.1776;95.5161;43.0935;1.3495;41.7440;7.4055;1.0000
2019-06-15T05:00:00.0/2019-06-15T06:00:00.0;377.3457;195.9021;91.4859;104.4163;309.5955;58.8068;1.1906;61.5671;4.3575;1.0000
2019-06-15T06:00:00.0/2019-06-15T07:00:00.0;580.6703;366.9820;229.4739;137.5081;516.2202;109.8596;8.1001;101.7595;18.1714;1.0000
2019-06-15T07:00:00.0/2019-06-15T08:00:00.0;771.5085;542.0825;397.8392;144.2433;677.8149;205.4833;19.4186;186.0647;32.4836;1.0000
2019-06-15T08:00:00.0/2019-06-15T09:00:00.0;936.8599;700.5385;569.3335;131.2050;800.5341;435.3664;152.6441;282.7222;212.7072;1.0000
2019-06-15T09:00:00.0/2019-06-15T10:00:00.0;1065.4606;820.9955;695.2560;125.7395;860.9980;476.5028;153.5395;322.9633;194.0169;1.0000
2019-06-15T10:00:00.0/2019-06-15T11:00:00.0;1148.5505;893.7517;757.6423;136.1094;870.4929;497.4430;118.4917;378.9512;135.4310;1.0000
2019-06-15T11:00:00.0/2019-06-15T12:00:00.0;1180.4711;921.0646;776.8955;144.1691;868.4893;842.3826;570.8249;271.5577;638.0626;1.0000
2019-06-15T12:00:00.0/2019-06-15T13:00:00.0;1159.0508;898.6204;748.8590;149.7614;852.5236;812.2982;617.7812;194.5170;701.1592;1.0000
2019-06-15T13:00:00.0/2019-06-15T14:00:00.0;1085.7537;828.0174;675.7802;152.2372;821.0452;681.8679;410.5501;271.3177;500.1444;1.0000
2019-06-15T14:00:00.0/2019-06-15T15:00:00.0;965.5784;717.0196;566.8411;150.1785;773.9842;655.8615;430.4153;225.4461;592.1367;1.0000
2019-06-15T15:00:00.0/2019-06-15T16:00:00.0;806.7180;575.0790;435.2319;139.8470;710.6279;516.4589;311.1349;205.3240;502.1344;1.0000
2019-06-15T16:00:00.0/2019-06-15T17:00:00.0;620.0005;413.7531;293.0182;120.7349;620.7202;358.7127;186.4631;172.2496;398.1401;1.0000
2019-06-15T17:00:00.0/2019-06-15T18:00:00.0;418.1510;247.5591;154.7169;92.8422;481.1555;200.3192;79.3169;121.0023;245.5609;1.0000
2019-06-15T18:00:00.0/2019-06-15T19:00:00.0;214.9238;99.6418;46.3397;53.3022;264.4657;78.8926;12.9666;65.9260;64.7490;1.0000
2019-06-15T19:00:00.0/2019-06-15T20:00:00.0;36.0966;10.6923;2.1123;8.5799;33.1250;8.9035;0.0092;8.8942;0.1143;0.9333
2019-06-15T20:00:00.0/2019-06-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T21:00:00.0/2019-06-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T22:00:00.0/2019-06-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-15T23:00:00.0/2019-06-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T00:00:00.0/2019-06-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T01:00:00.0/2019-06-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T02:00:00.0/2019-06-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T03:00:00.0/2019-06-16T04:00:00.0;16.6585;4.7318;0.9156;3.8161;20.3302;1.7029;0.0002;1.7026;0.0044;0.7667
2019-06-16T04:00:00.0/2019-06-16T05:00:00.0;175.3873;83.3334;43.5603;39.7730;297.1281;71.1804;18.4318;52.7486;100.3879;1.0000
2019-06-16T05:00:00.0/2019-06-16T06:00:00.0;377.2125;232.4321;161.7198;70.7123;556.7823;221.1011;154.9510;66.1501;533.3940;1.0000
2019-06-16T06:00:00.0/2019-06-16T07:00:00.0;580.4517;401.8268;313.3935;88.4334;709.0630;383.3564;301.2575;82.0989;681.6696;1.0000
2019-06-16T07:00:00.0/2019-06-16T08:00:00.0;771.2598;567.0799;469.4865;97.5934;801.7391;540.9075;449.8522;91.0553;768.2250;1.0000
2019-06-16T08:00:00.0/2019-06-16T09:00:00.0;936.6380;712.9432;612.1092;100.8340;861.6191;681.7521;582.1757;99.5765;819.7831;1.0000
2019-06-16T09:00:00.0/2019-06-16T10:00:00.0;1065.3202;827.3123;725.4299;101.8824;898.2332;585.1401;252.1896;332.9505;316.5775;1.0000
2019-06-16T10:00:00.0/2019-06-16T11:00:00.0;1148.5402;901.4305;799.2291;102.2014;918.0662;465.8735;107.7227;358.1508;124.5405;1.0000
2019-06-16T11:00:00.0/2019-06-16T12:00:00.0;1180.6300;930.2413;829.6221;100.6192;927.1289;554.7890;159.8496;394.9394;178.6274;1.0000
2019-06-16T12:00:00.0/2019-06-16T13:00:00.0;1159.4062;910.3201;807.8417;102.4784;919.2394;584.0437;222.6262;361.4175;254.6351;1.0000
2019-06-16T13:00:00.0/2019-06-16T14:00:00.0;1086.3187;843.0535;735.6284;107.4251;893.2023;650.9229;308.1393;342.7835;377.3797;1.0000
2019-06-16T14:00:00.0/2019-06-16T15:00:00.0;966.3513;734.6613;625.6516;109.0097;853.6141;637.6129;349.8029;287.8099;474.0553;1.0000
2019-06-16T15:00:00.0/2019-06-16T16:00:00.0;807.6824;595.1109;492.4374;102.6735;803.4294;511.6096;290.7314;220.8782;480.7064;1.0000
2019-06-16T16:00:00.0/2019-06-16T17:00:00.0;621.1265;435.6310;346.9005;88.7304;734.5465;415.3364;332.2593;83.0770;703.5428;1.0000
2019-06-16T17:00:00.0/2019-06-16T18:00:00.0;419.3972;268.8164;198.6763;70.1402;618.8393;255.8653;188.0008;67.8645;584.8577;1.0000
2019-06-16T18:00:00.0/2019-06-16T19:00:00.0;216.2402;113.9316;69.6992;44.2325;402.5817;110.4111;66.9195;43.4916;388.9535;1.0000
2019-06-16T19:00:00.0/2019-06-16T20:00:00.0;36.9539;12.6840;4.2053;8.4786;65.7715;12.6840;4.1910;8.4930;65.6390;0.9167
2019-06-16T20:00:00.0/2019-06-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T21:00:00.0/2019-06-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T22:00:00.0/2019-06-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-16T23:00:00.0/2019-06-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T00:00:00.0/2019-06-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T01:00:00.0/2019-06-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T02:00:00.0/2019-06-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T03:00:00.0/2019-06-17T04:00:00.0;16.6540;5.0076;1.1952;3.8124;26.5498;1.7766;0.0002;1.7764;0.0032;0.7667
2019-06-17T04:00:00.0/2019-06-17T05:00:00.0;175.2645;87.6143;50.7599;36.8545;349.7482;82.3144;43.1326;39.1818;269.5389;1.0000
2019-06-17T05:00:00.0/2019-06-17T06:00:00.0;376.9666;239.1258;175.8739;63.2519;607.1802;227.2975;164.2902;63.0073;566.4902;1.0000
2019-06-17T06:00:00.0/2019-06-17T07:00:00.0;580.1327;408.2238;328.2299;79.9938;743.5599;390.3059;313.1664;77.1395;709.2595;1.0000
2019-06-17T07:00:00.0/2019-06-17T08:00:00.0;770.9225;572.2522;480.4307;91.8216;820.9335;547.3834;460.1185;87.2649;786.1647;1.0000
2019-06-17T08:00:00.0/2019-06-17T09:00:00.0;936.3381;716.7646;616.7014;100.0633;868.3641;687.5035;589.6358;97.8678;830.4003;1.0000
2019-06-17T09:00:00.0/2019-06-17T10:00:00.0;1065.1104;828.9497;719.8897;109.0600;891.5137;794.6766;681.0704;113.6063;843.4691;1.0000
2019-06-17T10:00:00.0/2019-06-17T11:00:00.0;1148.4666;900.1129;780.9521;119.1608;897.0268;866.1176;743.3812;122.7365;853.8174;1.0000
2019-06-17T11:00:00.0/2019-06-17T12:00:00.0;1180.7288;925.7603;798.3527;127.4075;891.9567;894.3694;768.8814;125.4880;859.0269;1.0000
2019-06-17T12:00:00.0/2019-06-17T13:00:00.0;1159.7012;905.3787;776.4468;128.9319;883.1751;869.6706;742.7445;126.9261;844.7948;1.0000
2019-06-17T13:00:00.0/2019-06-17T14:00:00.0;1086.8198;840.4483;716.8533;123.5950;869.9406;801.4879;678.4785;123.0095;823.3696;1.0000
2019-06-17T14:00:00.0/2019-06-17T15:00:00.0;967.0540;734.3432;618.5292;115.8140;843.2915;699.8192;589.8234;109.9958;804.2609;1.0000
2019-06-17T15:00:00.0/2019-06-17T16:00:00.0;808.5677;595.4406;489.7279;105.7127;797.9099;566.6948;469.3662;97.3286;764.7440;1.0000
2019-06-17T16:00:00.0/2019-06-17T17:00:00.0;622.1626;434.9585;342.6543;92.3042;724.0436;414.4314;329.0490;85.3825;695.3507;1.0000
2019-06-17T17:00:00.0/2019-06-17T18:00:00.0;420.5415;267.3439;193.9790;73.3649;602.0456;249.0646;172.3557;76.7089;524.7957;1.0000
