# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v3.2 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-06-01T00:00:00.0
# Date end (ISO 8601): 2019-07-01T00:00:00.0
# Latitude (positive North, ISO 19115): 49.6100
# Longitude (positive East, ISO 19115): 6.1300
# Altitude (m): 304.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2020-10-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-06-04T12:00:00.0/2019-06-04T13:00:00.0;1151.1307;831.2094;580.5554;250.6539;667.2861;734.9346;453.5888;281.3458;521.2565;1.0000
2019-06-04T13:00:00.0/2019-06-04T14:00:00.0;1075.3853;766.3175;530.0642;236.2533;651.9929;638.8251;295.3644;343.4607;363.1791;1.0000
2019-06-04T14:00:00.0/2019-06-04T15:00:00.0;952.5806;660.6001;445.3946;215.2055;618.0814;560.0002;271.4734;288.5269;377.2568;1.0000
2019-06-04T15:00:00.0/2019-06-04T16:00:00.0;791.0950;519.7980;327.4151;192.3829;545.6897;437.1106;195.9107;241.1999;325.6677;1.0000
2019-06-04T16:00:00.0/2019-06-04T17:00:00.0;601.9413;357.5504;195.5520;161.9984;426.0045;289.8150;108.5574;181.2576;235.2729;1.0000
2019-06-04T17:00:00.0/2019-06-04T18:00:00.0;398.0153;197.3074;83.1872;114.1202;269.0231;149.6332;38.5773;111.0559;122.8513;1.0000
2019-06-04T18:00:00.0/2019-06-04T19:00:00.0;193.2174;70.3400;17.7522;52.5878;109.2189;58.0377;6.5473;51.4904;39.2135;1.0000
2019-06-04T19:00:00.0/2019-06-04T20:00:00.0;23.3715;5.5891;0.4115;5.1776;7.7359;5.1705;0.0211;5.1494;0.5337;1.0000
2019-06-04T20:00:00.0/2019-06-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-04T21:00:00.0/2019-06-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-04T22:00:00.0/2019-06-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-04T23:00:00.0/2019-06-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T00:00:00.0/2019-06-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T01:00:00.0/2019-06-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T02:00:00.0/2019-06-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T03:00:00.0/2019-06-05T04:00:00.0;13.1257;3.0527;0.1959;2.8568;4.7288;2.9636;0.1853;2.7783;4.5181;0.8167
2019-06-05T04:00:00.0/2019-06-05T05:00:00.0;168.3227;62.5537;17.6064;44.9473;120.3603;38.1363;1.9801;36.2104;13.0599;1.0000
2019-06-05T05:00:00.0/2019-06-05T06:00:00.0;372.2616;189.9911;87.1100;102.8811;301.7427;64.8583;2.2185;66.2351;9.6857;1.0000
2019-06-05T06:00:00.0/2019-06-05T07:00:00.0;577.1044;350.6889;201.7329;148.9560;458.2132;241.0745;93.8017;148.1787;202.6940;1.0000
2019-06-05T07:00:00.0/2019-06-05T08:00:00.0;768.8995;516.6593;339.7326;176.9266;582.4247;315.3451;118.5529;196.7922;195.9258;1.0000
2019-06-05T08:00:00.0/2019-06-05T09:00:00.0;934.5849;665.8859;475.1821;190.7038;671.5876;479.7631;185.0101;294.7530;263.2176;1.0000
2019-06-05T09:00:00.0/2019-06-05T10:00:00.0;1062.8776;783.3481;588.0359;195.3122;731.4557;450.4129;144.2759;306.1370;183.4595;1.0000
2019-06-05T10:00:00.0/2019-06-05T11:00:00.0;1145.0433;859.4968;666.7938;192.7030;770.1809;545.8648;173.3448;372.5200;200.0834;1.0000
2019-06-05T11:00:00.0/2019-06-05T12:00:00.0;1175.4916;889.6763;705.1744;184.5019;793.5331;813.0458;629.9879;183.0580;708.7151;1.0000
2019-06-05T12:00:00.0/2019-06-05T13:00:00.0;1152.1566;870.0736;691.7964;178.2772;794.1849;816.3549;658.6764;157.6785;756.0776;1.0000
2019-06-05T13:00:00.0/2019-06-05T14:00:00.0;1076.6385;802.3669;628.2536;174.1133;771.6333;724.6850;453.9006;270.7844;556.4927;1.0000
2019-06-05T14:00:00.0/2019-06-05T15:00:00.0;954.0931;693.6439;528.4290;165.2148;731.9762;609.4367;361.3796;248.0571;499.7458;1.0000
2019-06-05T15:00:00.0/2019-06-05T16:00:00.0;792.8804;546.7099;386.1679;160.5419;641.7574;472.9666;232.9675;239.9990;387.6640;1.0000
2019-06-05T16:00:00.0/2019-06-05T17:00:00.0;603.9938;375.8281;228.2624;147.5658;495.3541;351.4305;217.7833;133.6471;475.8685;1.0000
2019-06-05T17:00:00.0/2019-06-05T18:00:00.0;400.3107;207.4138;96.4429;110.9709;309.8755;164.0918;52.9277;111.1641;163.9192;1.0000
2019-06-05T18:00:00.0/2019-06-05T19:00:00.0;195.7143;73.6276;19.9647;53.6629;120.7171;53.3776;1.2339;52.1438;6.5529;1.0000
2019-06-05T19:00:00.0/2019-06-05T20:00:00.0;24.7044;5.9870;0.4441;5.5429;8.1341;5.5348;0.0007;5.5341;0.0103;1.0000
2019-06-05T20:00:00.0/2019-06-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T21:00:00.0/2019-06-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T22:00:00.0/2019-06-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-05T23:00:00.0/2019-06-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T00:00:00.0/2019-06-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T01:00:00.0/2019-06-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T02:00:00.0/2019-06-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T03:00:00.0/2019-06-06T04:00:00.0;13.7012;3.8389;0.7756;3.0633;18.1904;3.7255;0.7352;2.9903;17.4046;0.8000
2019-06-06T04:00:00.0/2019-06-06T05:00:00.0;169.6180;80.8855;43.7277;37.1578;308.6419;20.5854;0.7661;21.3881;11.5113;1.0000
2019-06-06T05:00:00.0/2019-06-06T06:00:00.0;373.3103;230.2183;160.1252;70.0931;558.8945;117.8769;40.1579;77.7190;118.8769;1.0000
2019-06-06T06:00:00.0/2019-06-06T07:00:00.0;577.9482;399.9855;306.3923;93.5931;698.0709;231.8339;62.9511;168.8828;148.9198;1.0000
2019-06-06T07:00:00.0/2019-06-06T08:00:00.0;769.5942;565.5893;454.9473;110.6420;780.5295;250.0061;45.2148;204.7914;81.6594;1.0000
2019-06-06T08:00:00.0/2019-06-06T09:00:00.0;935.1958;711.4215;587.9478;123.4737;830.9002;194.8189;8.4475;186.4490;11.7678;1.0000
2019-06-06T09:00:00.0/2019-06-06T10:00:00.0;1063.4756;824.0673;691.0753;132.9920;859.2030;220.0782;5.8445;214.9436;7.3272;1.0000
2019-06-06T10:00:00.0/2019-06-06T11:00:00.0;1145.6997;894.6254;755.3179;139.3075;871.8048;276.3567;11.9648;264.3993;13.7706;1.0000
2019-06-06T11:00:00.0/2019-06-06T12:00:00.0;1176.2729;918.8619;776.0273;142.8346;872.4467;335.9160;36.2211;299.6949;40.7119;1.0000
2019-06-06T12:00:00.0/2019-06-06T13:00:00.0;1153.1210;894.0638;747.6564;146.4073;857.3239;464.3157;93.1708;371.1449;107.1405;1.0000
2019-06-06T13:00:00.0/2019-06-06T14:00:00.0;1077.8304;821.8987;672.4542;149.4445;824.7178;350.5157;47.7972;302.7185;58.1634;1.0000
2019-06-06T14:00:00.0/2019-06-06T15:00:00.0;955.5413;708.3874;560.7043;147.6831;775.2139;423.5355;139.2862;284.2493;193.5876;1.0000
2019-06-06T15:00:00.0/2019-06-06T16:00:00.0;794.5954;565.9680;430.9339;135.0341;716.0289;459.6127;234.9473;224.6654;397.7841;1.0000
2019-06-06T16:00:00.0/2019-06-06T17:00:00.0;605.9676;406.1278;293.6193;112.5086;638.0596;356.2888;183.1710;173.1178;403.5117;1.0000
2019-06-06T17:00:00.0/2019-06-06T18:00:00.0;402.5171;240.8249;157.5538;83.2711;510.6086;229.2650;155.1283;74.1367;502.8783;1.0000
2019-06-06T18:00:00.0/2019-06-06T19:00:00.0;198.1109;91.2824;44.7450;46.5373;272.4595;88.9132;44.7718;44.1413;272.6621;1.0000
2019-06-06T19:00:00.0/2019-06-06T20:00:00.0;25.9993;7.2141;1.3205;5.8936;23.8532;7.2141;1.3202;5.8939;23.8532;1.0000
2019-06-06T20:00:00.0/2019-06-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T21:00:00.0/2019-06-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T22:00:00.0/2019-06-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-06T23:00:00.0/2019-06-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T00:00:00.0/2019-06-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T01:00:00.0/2019-06-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T02:00:00.0/2019-06-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T03:00:00.0/2019-06-07T04:00:00.0;14.2156;3.7672;0.6160;3.1511;14.5440;1.6274;0.0000;1.6274;0.0000;0.8000
2019-06-07T04:00:00.0/2019-06-07T05:00:00.0;170.7802;76.0429;36.2193;39.8237;252.0356;55.7534;6.6800;49.0734;38.1033;1.0000
2019-06-07T05:00:00.0/2019-06-07T06:00:00.0;374.2361;218.6992;140.2626;78.4366;487.2883;175.4711;67.9610;107.5101;233.6534;1.0000
2019-06-07T06:00:00.0/2019-06-07T07:00:00.0;578.6807;385.1769;280.7121;104.4649;637.6785;362.2551;263.6418;98.6133;595.3240;1.0000
2019-06-07T07:00:00.0/2019-06-07T08:00:00.0;770.1893;550.8774;432.1035;118.7739;740.1572;520.9326;414.7987;106.1338;710.6539;1.0000
2019-06-07T08:00:00.0/2019-06-07T09:00:00.0;935.7186;697.2537;571.0602;126.1935;806.1659;653.5431;505.6424;147.9007;716.9745;1.0000
2019-06-07T09:00:00.0/2019-06-07T10:00:00.0;1063.9955;810.8436;679.2506;131.5930;843.8149;616.4553;281.9263;334.5290;354.8236;1.0000
2019-06-07T10:00:00.0/2019-06-07T11:00:00.0;1146.2861;882.8620;746.3851;136.4769;860.8042;590.4894;205.0675;385.4219;235.4791;1.0000
2019-06-07T11:00:00.0/2019-06-07T12:00:00.0;1176.9902;909.2204;770.4962;138.7242;865.4656;833.4834;497.9857;335.4977;559.3651;1.0000
2019-06-07T12:00:00.0/2019-06-07T13:00:00.0;1154.0238;877.9374;710.6612;167.2763;813.7725;587.5527;232.8086;354.7442;264.4176;1.0000
2019-06-07T13:00:00.0/2019-06-07T14:00:00.0;1078.9606;790.5897;580.3591;210.2306;710.2846;294.3466;28.6750;266.1209;34.5911;1.0000
2019-06-07T14:00:00.0/2019-06-07T15:00:00.0;956.9243;662.5183;430.2974;232.2210;592.8787;409.0406;148.4508;260.5898;205.9743;1.0000
2019-06-07T15:00:00.0/2019-06-07T16:00:00.0;796.2391;522.8514;317.3333;205.5180;526.7916;146.9138;10.6987;136.2151;17.9492;1.0000
2019-06-07T16:00:00.0/2019-06-07T17:00:00.0;607.8615;382.9344;235.5469;147.3875;511.3877;105.4806;8.0108;97.4698;17.3109;1.0000
2019-06-07T17:00:00.0/2019-06-07T18:00:00.0;404.6332;237.5231;144.6170;92.9061;470.0968;73.7978;3.6053;70.1925;11.6340;1.0000
2019-06-07T18:00:00.0/2019-06-07T19:00:00.0;200.4056;97.2176;50.5740;46.6436;309.9624;72.7914;8.8640;63.9274;49.0603;1.0000
2019-06-07T19:00:00.0/2019-06-07T20:00:00.0;27.2950;8.3429;1.9616;6.3814;35.0233;7.7687;0.1389;7.6298;3.7879;1.0000
2019-06-07T20:00:00.0/2019-06-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T21:00:00.0/2019-06-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T22:00:00.0/2019-06-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-07T23:00:00.0/2019-06-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T00:00:00.0/2019-06-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T01:00:00.0/2019-06-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T02:00:00.0/2019-06-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T03:00:00.0/2019-06-08T04:00:00.0;14.7040;4.3567;0.7742;3.5825;17.5245;4.2306;0.7334;3.4973;16.7592;0.7833
2019-06-08T04:00:00.0/2019-06-08T05:00:00.0;171.8100;86.5064;46.0079;40.4986;319.4556;28.3291;1.1034;27.4744;13.1891;1.0000
2019-06-08T05:00:00.0/2019-06-08T06:00:00.0;375.0401;241.4607;170.2061;71.2546;590.9366;57.7394;0.8639;62.0499;2.5135;1.0000
2019-06-08T06:00:00.0/2019-06-08T07:00:00.0;579.3030;414.2196;324.7409;89.4787;737.8461;154.6232;12.5972;142.0260;27.3202;1.0000
2019-06-08T07:00:00.0/2019-06-08T08:00:00.0;770.6861;581.6682;480.4445;101.2237;822.6979;320.6693;95.6349;225.0344;156.9077;1.0000
2019-06-08T08:00:00.0/2019-06-08T09:00:00.0;936.1543;728.8217;620.1854;108.6363;875.0944;317.0463;109.9788;208.0748;164.0840;1.0000
2019-06-08T09:00:00.0/2019-06-08T10:00:00.0;1064.4385;843.3712;729.5252;113.8460;905.6923;352.7983;90.1224;262.8063;108.2506;1.0000
2019-06-08T10:00:00.0/2019-06-08T11:00:00.0;1146.8035;916.4648;798.9930;117.4718;920.8279;506.4764;185.8789;320.5975;213.9935;1.0000
2019-06-08T11:00:00.0/2019-06-08T12:00:00.0;1177.6437;943.1552;824.0917;119.0635;924.9121;470.7491;141.4226;329.3265;158.7387;1.0000
2019-06-08T12:00:00.0/2019-06-08T13:00:00.0;1154.8654;917.8457;790.7759;127.0698;904.8741;853.4396;522.5466;330.8930;597.8920;1.0000
2019-06-08T13:00:00.0/2019-06-08T14:00:00.0;1080.0288;842.1014;701.5506;140.5508;858.1010;769.4854;451.6760;317.8094;552.4098;1.0000
2019-06-08T14:00:00.0/2019-06-08T15:00:00.0;958.2416;724.5731;575.6071;148.9660;792.9662;571.2660;305.8526;265.4134;416.0537;1.0000
2019-06-08T15:00:00.0/2019-06-08T16:00:00.0;797.8105;579.5559;440.2982;139.2577;728.3997;476.6542;269.0337;207.6205;441.8534;1.0000
2019-06-08T16:00:00.0/2019-06-08T17:00:00.0;609.6743;418.9378;305.2006;113.7372;659.2302;390.8044;279.2734;111.5310;608.4176;1.0000
2019-06-08T17:00:00.0/2019-06-08T18:00:00.0;406.6575;252.3302;168.9689;83.3613;542.7403;222.5889;124.7159;97.8729;395.6719;1.0000
2019-06-08T18:00:00.0/2019-06-08T19:00:00.0;202.5969;100.5903;53.5248;47.0654;325.1730;94.7595;45.0597;49.6998;258.2165;1.0000
2019-06-08T19:00:00.0/2019-06-08T20:00:00.0;28.5596;8.9660;2.2029;6.7631;38.6619;8.4527;0.7447;7.7080;10.6463;1.0000
2019-06-08T20:00:00.0/2019-06-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T21:00:00.0/2019-06-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T22:00:00.0/2019-06-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-08T23:00:00.0/2019-06-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T00:00:00.0/2019-06-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T01:00:00.0/2019-06-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T02:00:00.0/2019-06-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T03:00:00.0/2019-06-09T04:00:00.0;15.1310;4.3786;0.8594;3.5192;19.8611;1.9269;0.0000;1.9269;0.0000;0.7833
2019-06-09T04:00:00.0/2019-06-09T05:00:00.0;172.7084;83.7670;44.4523;39.3147;308.1775;62.3604;8.4340;53.9264;47.1978;1.0000
2019-06-09T05:00:00.0/2019-06-09T06:00:00.0;375.7234;234.2644;163.4417;70.8226;566.1690;193.2844;93.9891;99.2952;313.1952;1.0000
2019-06-09T06:00:00.0/2019-06-09T07:00:00.0;579.8163;404.2062;314.1978;90.0083;712.8680;372.7439;259.2035;113.5403;594.1862;1.0000
2019-06-09T07:00:00.0/2019-06-09T08:00:00.0;771.0858;569.7305;468.5247;101.2058;801.5641;505.7054;312.1695;193.5359;536.7167;1.0000
2019-06-09T08:00:00.0/2019-06-09T09:00:00.0;936.5042;715.2807;608.0105;107.2702;857.3265;640.4736;413.0284;227.4452;579.6525;1.0000
2019-06-09T09:00:00.0/2019-06-09T10:00:00.0;1064.8053;826.9207;713.0255;113.8952;884.7518;723.1755;411.8748;311.3008;511.6536;1.0000
2019-06-09T10:00:00.0/2019-06-09T11:00:00.0;1147.2524;895.9238;773.5642;122.3596;890.9830;798.1036;481.9430;316.1606;555.1350;1.0000
2019-06-09T11:00:00.0/2019-06-09T12:00:00.0;1178.2339;919.1850;790.2903;128.8947;886.3102;755.3329;401.5183;353.8147;450.1363;1.0000
2019-06-09T12:00:00.0/2019-06-09T13:00:00.0;1155.6459;891.6389;745.4017;146.2372;852.0840;540.8295;160.1804;380.6492;182.9342;1.0000
2019-06-09T13:00:00.0/2019-06-09T14:00:00.0;1081.0348;814.3947;643.9611;170.4336;786.5648;511.8232;159.2262;352.5970;194.1631;1.0000
2019-06-09T14:00:00.0/2019-06-09T15:00:00.0;959.4927;696.0767;511.6487;184.4281;703.4293;513.6934;204.0305;309.6630;282.3130;1.0000
2019-06-09T15:00:00.0/2019-06-09T16:00:00.0;799.3089;552.0074;379.5387;172.4687;626.2582;302.4321;66.0035;236.4286;110.9110;1.0000
2019-06-09T16:00:00.0/2019-06-09T17:00:00.0;611.4047;394.3543;254.9796;139.3747;548.4348;242.4612;71.4378;171.0234;164.9078;1.0000
2019-06-09T17:00:00.0/2019-06-09T18:00:00.0;408.5886;232.7806;133.2829;99.4977;424.4562;195.5606;76.8960;118.6646;243.2310;1.0000
2019-06-09T18:00:00.0/2019-06-09T19:00:00.0;204.6832;89.9154;37.3469;52.5685;221.0428;67.7666;7.2645;60.5022;35.4956;1.0000
2019-06-09T19:00:00.0/2019-06-09T20:00:00.0;29.7864;8.2127;1.2738;6.9390;21.6434;7.0362;0.0008;7.0355;0.0000;0.9833
2019-06-09T20:00:00.0/2019-06-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T21:00:00.0/2019-06-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T22:00:00.0/2019-06-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-09T23:00:00.0/2019-06-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T00:00:00.0/2019-06-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T01:00:00.0/2019-06-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T02:00:00.0/2019-06-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T03:00:00.0/2019-06-10T04:00:00.0;15.5030;3.7919;0.3533;3.4386;8.0234;3.6869;0.3363;3.3506;7.7136;0.7833
2019-06-10T04:00:00.0/2019-06-10T05:00:00.0;173.4761;68.2739;22.3112;45.9627;150.2552;26.9818;0.4229;28.6404;5.4834;1.0000
2019-06-10T05:00:00.0/2019-06-10T06:00:00.0;376.2871;199.5497;100.0161;99.5336;343.5047;94.8139;16.3133;80.3148;52.2750;1.0000
2019-06-10T06:00:00.0/2019-06-10T07:00:00.0;580.2218;358.9071;216.0605;142.8466;488.3539;251.9656;90.2293;161.7364;208.6898;1.0000
2019-06-10T07:00:00.0/2019-06-10T08:00:00.0;771.3895;520.2518;346.2753;173.9765;591.4149;362.5578;138.4882;224.0696;232.3322;1.0000
2019-06-10T08:00:00.0/2019-06-10T09:00:00.0;936.7692;663.8950;467.9535;195.9415;659.2249;566.0635;286.1753;279.8883;402.9361;1.0000
2019-06-10T09:00:00.0/2019-06-10T10:00:00.0;1065.0969;775.9987;563.5826;212.4161;698.8152;635.4194;304.4087;331.0107;379.2237;1.0000
2019-06-10T10:00:00.0/2019-06-10T11:00:00.0;1147.6338;847.3737;622.3733;225.0003;716.3928;615.8646;244.2500;371.6146;282.3647;1.0000
2019-06-10T11:00:00.0/2019-06-10T12:00:00.0;1178.7614;873.0451;640.6943;232.3507;718.0414;694.1054;324.5884;369.5170;363.6543;1.0000
2019-06-10T12:00:00.0/2019-06-10T13:00:00.0;1156.3652;853.8893;626.5580;227.3313;715.7939;492.7942;134.2476;358.5467;154.3994;1.0000
2019-06-10T13:00:00.0/2019-06-10T14:00:00.0;1081.9784;791.5244;581.2106;210.3138;709.5153;612.9873;297.2610;315.7263;360.1581;1.0000
2019-06-10T14:00:00.0/2019-06-10T15:00:00.0;960.6769;688.2266;499.4724;188.7542;686.4180;149.3320;11.2122;138.7726;15.9978;1.0000
2019-06-10T15:00:00.0/2019-06-10T16:00:00.0;800.7332;552.7071;390.0874;162.6197;642.4840;118.7444;12.7695;105.9750;20.9660;0.5000
2019-06-10T16:00:00.0/2019-06-10T17:00:00.0;613.0518;396.7911;264.6977;132.0933;567.8331;112.1856;7.8518;104.3338;16.7197;1.0000
2019-06-10T17:00:00.0/2019-06-10T18:00:00.0;410.4253;236.1824;140.5799;95.6025;446.0137;102.4855;16.6177;85.8679;62.1347;1.0000
2019-06-10T18:00:00.0/2019-06-10T19:00:00.0;206.6631;93.2123;41.5914;51.6208;245.9937;60.7250;8.1422;52.6721;38.9467;1.0000
2019-06-10T19:00:00.0/2019-06-10T20:00:00.0;30.9508;8.8852;1.6252;7.2600;27.2682;7.4169;0.0009;7.4160;0.0040;0.9833
2019-06-10T20:00:00.0/2019-06-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T21:00:00.0/2019-06-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T22:00:00.0/2019-06-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-10T23:00:00.0/2019-06-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T00:00:00.0/2019-06-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T01:00:00.0/2019-06-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-11T02:00:00.0/2019-06-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
