Codice Regione,Codice Unità territoriale sovracomunale,Codice Provincia,Codice Comune formato alfanumerico,Denominazione in italiano,Codice Ripartizione Geografica,Ripartizione geografica,Regione,Provincia,Tipologia di Unità territoriale sovracomunale,Flag capoluogo di provincia città metropolitana,Sigla automobilistica,Codice Comune formato numerico,Codice Comune numerico con 103 province (dal 1995 al 2005),Codice Catastale del comune
1,201,1,1001,Agliè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1001,1001,A074
1,201,1,1002,Airasca,1,Nord-ovest,Piemonte,Torino,3,0,TO,1002,1002,A109
1,201,1,1003,Ala di Stura,1,Nord-ovest,Piemonte,Torino,3,0,TO,1003,1003,A117
1,201,1,1004,Albiano d'Ivrea,1,Nord-ovest,Piemonte,Torino,3,0,TO,1004,1004,A157
1,201,1,1006,Almese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1006,1006,A218
1,201,1,1007,Alpette,1,Nord-ovest,Piemonte,Torino,3,0,TO,1007,1007,A221
1,201,1,1008,Alpignano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1008,1008,A222
1,201,1,1009,Andezeno,1,Nord-ovest,Piemonte,Torino,3,0,TO,1009,1009,A275
1,201,1,1010,Andrate,1,Nord-ovest,Piemonte,Torino,3,0,TO,1010,1010,A282
1,201,1,1011,Angrogna,1,Nord-ovest,Piemonte,Torino,3,0,TO,1011,1011,A295
1,201,1,1012,Arignano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1012,1012,A405
1,201,1,1013,Avigliana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1013,1013,A518
1,201,1,1014,Azeglio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1014,1014,A525
1,201,1,1015,Bairo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1015,1015,A584
1,201,1,1016,Balangero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1016,1016,A587
1,201,1,1017,Baldissero Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1017,1017,A590
1,201,1,1018,Baldissero Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1018,1018,A591
1,201,1,1019,Balme,1,Nord-ovest,Piemonte,Torino,3,0,TO,1019,1019,A599
1,201,1,1020,Banchette,1,Nord-ovest,Piemonte,Torino,3,0,TO,1020,1020,A607
1,201,1,1021,Barbania,1,Nord-ovest,Piemonte,Torino,3,0,TO,1021,1021,A625
1,201,1,1022,Bardonecchia,1,Nord-ovest,Piemonte,Torino,3,0,TO,1022,1022,A651
1,201,1,1023,Barone Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1023,1023,A673
1,201,1,1024,Beinasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1024,1024,A734
1,201,1,1025,Bibiana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1025,1025,A853
1,201,1,1026,Bobbio Pellice,1,Nord-ovest,Piemonte,Torino,3,0,TO,1026,1026,A910
1,201,1,1027,Bollengo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1027,1027,A941
1,201,1,1028,Borgaro Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1028,1028,A990
1,201,1,1029,Borgiallo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1029,1029,B003
1,201,1,1030,Borgofranco d'Ivrea,1,Nord-ovest,Piemonte,Torino,3,0,TO,1030,1030,B015
1,201,1,1031,Borgomasino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1031,1031,B021
1,201,1,1032,Borgone Susa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1032,1032,B024
1,201,1,1033,Bosconero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1033,1033,B075
1,201,1,1034,Brandizzo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1034,1034,B121
1,201,1,1035,Bricherasio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1035,1035,B171
1,201,1,1036,Brosso,1,Nord-ovest,Piemonte,Torino,3,0,TO,1036,1036,B205
1,201,1,1037,Brozolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1037,1037,B209
1,201,1,1038,Bruino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1038,1038,B216
1,201,1,1039,Brusasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1039,1039,B225
1,201,1,1040,Bruzolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1040,1040,B232
1,201,1,1041,Buriasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1041,1041,B278
1,201,1,1042,Burolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1042,1042,B279
1,201,1,1043,Busano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1043,1043,B284
1,201,1,1044,Bussoleno,1,Nord-ovest,Piemonte,Torino,3,0,TO,1044,1044,B297
1,201,1,1045,Buttigliera Alta,1,Nord-ovest,Piemonte,Torino,3,0,TO,1045,1045,B305
1,201,1,1046,Cafasse,1,Nord-ovest,Piemonte,Torino,3,0,TO,1046,1046,B350
1,201,1,1047,Caluso,1,Nord-ovest,Piemonte,Torino,3,0,TO,1047,1047,B435
1,201,1,1048,Cambiano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1048,1048,B462
1,201,1,1049,Campiglione Fenile,1,Nord-ovest,Piemonte,Torino,3,0,TO,1049,1049,B512
1,201,1,1050,Candia Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1050,1050,B588
1,201,1,1051,Candiolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1051,1051,B592
1,201,1,1052,Canischio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1052,1052,B605
1,201,1,1053,Cantalupa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1053,1053,B628
1,201,1,1054,Cantoira,1,Nord-ovest,Piemonte,Torino,3,0,TO,1054,1054,B637
1,201,1,1055,Caprie,1,Nord-ovest,Piemonte,Torino,3,0,TO,1055,1055,B705
1,201,1,1056,Caravino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1056,1056,B733
1,201,1,1057,Carema,1,Nord-ovest,Piemonte,Torino,3,0,TO,1057,1057,B762
1,201,1,1058,Carignano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1058,1058,B777
1,201,1,1059,Carmagnola,1,Nord-ovest,Piemonte,Torino,3,0,TO,1059,1059,B791
1,201,1,1060,Casalborgone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1060,1060,B867
1,201,1,1061,Cascinette d'Ivrea,1,Nord-ovest,Piemonte,Torino,3,0,TO,1061,1061,B953
1,201,1,1062,Caselette,1,Nord-ovest,Piemonte,Torino,3,0,TO,1062,1062,B955
1,201,1,1063,Caselle Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1063,1063,B960
1,201,1,1064,Castagneto Po,1,Nord-ovest,Piemonte,Torino,3,0,TO,1064,1064,C045
1,201,1,1065,Castagnole Piemonte,1,Nord-ovest,Piemonte,Torino,3,0,TO,1065,1065,C048
1,201,1,1066,Castellamonte,1,Nord-ovest,Piemonte,Torino,3,0,TO,1066,1066,C133
1,201,1,1067,Castelnuovo Nigra,1,Nord-ovest,Piemonte,Torino,3,0,TO,1067,1067,C241
1,201,1,1068,Castiglione Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1068,1068,C307
1,201,1,1069,Cavagnolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1069,1069,C369
1,201,1,1070,Cavour,1,Nord-ovest,Piemonte,Torino,3,0,TO,1070,1070,C404
1,201,1,1071,Cercenasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1071,1071,C487
1,201,1,1072,Ceres,1,Nord-ovest,Piemonte,Torino,3,0,TO,1072,1072,C497
1,201,1,1073,Ceresole Reale,1,Nord-ovest,Piemonte,Torino,3,0,TO,1073,1073,C505
1,201,1,1074,Cesana Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1074,1074,C564
1,201,1,1075,Chialamberto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1075,1075,C604
1,201,1,1076,Chianocco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1076,1076,C610
1,201,1,1077,Chiaverano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1077,1077,C624
1,201,1,1078,Chieri,1,Nord-ovest,Piemonte,Torino,3,0,TO,1078,1078,C627
1,201,1,1079,Chiesanuova,1,Nord-ovest,Piemonte,Torino,3,0,TO,1079,1079,C629
1,201,1,1080,Chiomonte,1,Nord-ovest,Piemonte,Torino,3,0,TO,1080,1080,C639
1,201,1,1081,Chiusa di San Michele,1,Nord-ovest,Piemonte,Torino,3,0,TO,1081,1081,C655
1,201,1,1082,Chivasso,1,Nord-ovest,Piemonte,Torino,3,0,TO,1082,1082,C665
1,201,1,1083,Ciconio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1083,1083,C679
1,201,1,1084,Cintano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1084,1084,C711
1,201,1,1085,Cinzano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1085,1085,C715
1,201,1,1086,Ciriè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1086,1086,C722
1,201,1,1087,Claviere,1,Nord-ovest,Piemonte,Torino,3,0,TO,1087,1087,C793
1,201,1,1088,Coassolo Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1088,1088,C801
1,201,1,1089,Coazze,1,Nord-ovest,Piemonte,Torino,3,0,TO,1089,1089,C803
1,201,1,1090,Collegno,1,Nord-ovest,Piemonte,Torino,3,0,TO,1090,1090,C860
1,201,1,1091,Colleretto Castelnuovo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1091,1091,C867
1,201,1,1092,Colleretto Giacosa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1092,1092,C868
1,201,1,1093,Condove,1,Nord-ovest,Piemonte,Torino,3,0,TO,1093,1093,C955
1,201,1,1094,Corio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1094,1094,D008
1,201,1,1095,Cossano Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1095,1095,D092
1,201,1,1096,Cuceglio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1096,1096,D197
1,201,1,1097,Cumiana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1097,1097,D202
1,201,1,1098,Cuorgnè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1098,1098,D208
1,201,1,1099,Druento,1,Nord-ovest,Piemonte,Torino,3,0,TO,1099,1099,D373
1,201,1,1100,Exilles,1,Nord-ovest,Piemonte,Torino,3,0,TO,1100,1100,D433
1,201,1,1101,Favria,1,Nord-ovest,Piemonte,Torino,3,0,TO,1101,1101,D520
1,201,1,1102,Feletto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1102,1102,D524
1,201,1,1103,Fenestrelle,1,Nord-ovest,Piemonte,Torino,3,0,TO,1103,1103,D532
1,201,1,1104,Fiano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1104,1104,D562
1,201,1,1105,Fiorano Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1105,1105,D608
1,201,1,1106,Foglizzo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1106,1106,D646
1,201,1,1107,Forno Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1107,1107,D725
1,201,1,1108,Frassinetto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1108,1108,D781
1,201,1,1109,Front,1,Nord-ovest,Piemonte,Torino,3,0,TO,1109,1109,D805
1,201,1,1110,Frossasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1110,1110,D812
1,201,1,1111,Garzigliana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1111,1111,D931
1,201,1,1112,Gassino Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1112,1112,D933
1,201,1,1113,Germagnano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1113,1113,D983
1,201,1,1114,Giaglione,1,Nord-ovest,Piemonte,Torino,3,0,TO,1114,1114,E009
1,201,1,1115,Giaveno,1,Nord-ovest,Piemonte,Torino,3,0,TO,1115,1115,E020
1,201,1,1116,Givoletto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1116,1116,E067
1,201,1,1117,Gravere,1,Nord-ovest,Piemonte,Torino,3,0,TO,1117,1117,E154
1,201,1,1118,Groscavallo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1118,1118,E199
1,201,1,1119,Grosso,1,Nord-ovest,Piemonte,Torino,3,0,TO,1119,1119,E203
1,201,1,1120,Grugliasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1120,1120,E216
1,201,1,1121,Ingria,1,Nord-ovest,Piemonte,Torino,3,0,TO,1121,1121,E301
1,201,1,1122,Inverso Pinasca,1,Nord-ovest,Piemonte,Torino,3,0,TO,1122,1122,E311
1,201,1,1123,Isolabella,1,Nord-ovest,Piemonte,Torino,3,0,TO,1123,1123,E345
1,201,1,1124,Issiglio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1124,1124,E368
1,201,1,1125,Ivrea,1,Nord-ovest,Piemonte,Torino,3,0,TO,1125,1125,E379
1,201,1,1126,La Cassa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1126,1126,E394
1,201,1,1127,La Loggia,1,Nord-ovest,Piemonte,Torino,3,0,TO,1127,1127,E423
1,201,1,1128,Lanzo Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1128,1128,E445
1,201,1,1129,Lauriano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1129,1129,E484
1,201,1,1130,Leini,1,Nord-ovest,Piemonte,Torino,3,0,TO,1130,1130,E518
1,201,1,1131,Lemie,1,Nord-ovest,Piemonte,Torino,3,0,TO,1131,1131,E520
1,201,1,1132,Lessolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1132,1132,E551
1,201,1,1133,Levone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1133,1133,E566
1,201,1,1134,Locana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1134,1134,E635
1,201,1,1135,Lombardore,1,Nord-ovest,Piemonte,Torino,3,0,TO,1135,1135,E660
1,201,1,1136,Lombriasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1136,1136,E661
1,201,1,1137,Loranzè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1137,1137,E683
1,201,1,1139,Luserna San Giovanni,1,Nord-ovest,Piemonte,Torino,3,0,TO,1139,1139,E758
1,201,1,1140,Lusernetta,1,Nord-ovest,Piemonte,Torino,3,0,TO,1140,1140,E759
1,201,1,1141,Lusigliè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1141,1141,E763
1,201,1,1142,Macello,1,Nord-ovest,Piemonte,Torino,3,0,TO,1142,1142,E782
1,201,1,1143,Maglione,1,Nord-ovest,Piemonte,Torino,3,0,TO,1143,1143,E817
1,201,1,1144,Marentino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1144,1144,E941
1,201,1,1145,Massello,1,Nord-ovest,Piemonte,Torino,3,0,TO,1145,1145,F041
1,201,1,1146,Mathi,1,Nord-ovest,Piemonte,Torino,3,0,TO,1146,1146,F053
1,201,1,1147,Mattie,1,Nord-ovest,Piemonte,Torino,3,0,TO,1147,1147,F058
1,201,1,1148,Mazzè,1,Nord-ovest,Piemonte,Torino,3,0,TO,1148,1148,F067
1,201,1,1149,Meana di Susa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1149,1149,F074
1,201,1,1150,Mercenasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1150,1150,F140
1,201,1,1152,Mezzenile,1,Nord-ovest,Piemonte,Torino,3,0,TO,1152,1152,F182
1,201,1,1153,Mombello di Torino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1153,1153,F315
1,201,1,1154,Mompantero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1154,1154,F318
1,201,1,1155,Monastero di Lanzo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1155,1155,F327
1,201,1,1156,Moncalieri,1,Nord-ovest,Piemonte,Torino,3,0,TO,1156,1156,F335
1,201,1,1157,Moncenisio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1157,1157,D553
1,201,1,1158,Montaldo Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1158,1158,F407
1,201,1,1159,Montalenghe,1,Nord-ovest,Piemonte,Torino,3,0,TO,1159,1159,F411
1,201,1,1160,Montalto Dora,1,Nord-ovest,Piemonte,Torino,3,0,TO,1160,1160,F420
1,201,1,1161,Montanaro,1,Nord-ovest,Piemonte,Torino,3,0,TO,1161,1161,F422
1,201,1,1162,Monteu da Po,1,Nord-ovest,Piemonte,Torino,3,0,TO,1162,1162,F651
1,201,1,1163,Moriondo Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1163,1163,F733
1,201,1,1164,Nichelino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1164,1164,F889
1,201,1,1165,Noasca,1,Nord-ovest,Piemonte,Torino,3,0,TO,1165,1165,F906
1,201,1,1166,Nole,1,Nord-ovest,Piemonte,Torino,3,0,TO,1166,1166,F925
1,201,1,1167,Nomaglio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1167,1167,F927
1,201,1,1168,None,1,Nord-ovest,Piemonte,Torino,3,0,TO,1168,1168,F931
1,201,1,1169,Novalesa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1169,1169,F948
1,201,1,1170,Oglianico,1,Nord-ovest,Piemonte,Torino,3,0,TO,1170,1170,G010
1,201,1,1171,Orbassano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1171,1171,G087
1,201,1,1172,Orio Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1172,1172,G109
1,201,1,1173,Osasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1173,1173,G151
1,201,1,1174,Osasio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1174,1174,G152
1,201,1,1175,Oulx,1,Nord-ovest,Piemonte,Torino,3,0,TO,1175,1175,G196
1,201,1,1176,Ozegna,1,Nord-ovest,Piemonte,Torino,3,0,TO,1176,1176,G202
1,201,1,1177,Palazzo Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1177,1177,G262
1,201,1,1178,Pancalieri,1,Nord-ovest,Piemonte,Torino,3,0,TO,1178,1178,G303
1,201,1,1179,Parella,1,Nord-ovest,Piemonte,Torino,3,0,TO,1179,1179,G330
1,201,1,1180,Pavarolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1180,1180,G387
1,201,1,1181,Pavone Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1181,1181,G392
1,201,1,1183,Pecetto Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1183,1183,G398
1,201,1,1184,Perosa Argentina,1,Nord-ovest,Piemonte,Torino,3,0,TO,1184,1184,G463
1,201,1,1185,Perosa Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1185,1185,G462
1,201,1,1186,Perrero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1186,1186,G465
1,201,1,1187,Pertusio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1187,1187,G477
1,201,1,1188,Pessinetto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1188,1188,G505
1,201,1,1189,Pianezza,1,Nord-ovest,Piemonte,Torino,3,0,TO,1189,1189,G559
1,201,1,1190,Pinasca,1,Nord-ovest,Piemonte,Torino,3,0,TO,1190,1190,G672
1,201,1,1191,Pinerolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1191,1191,G674
1,201,1,1192,Pino Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1192,1192,G678
1,201,1,1193,Piobesi Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1193,1193,G684
1,201,1,1194,Piossasco,1,Nord-ovest,Piemonte,Torino,3,0,TO,1194,1194,G691
1,201,1,1195,Piscina,1,Nord-ovest,Piemonte,Torino,3,0,TO,1195,1195,G705
1,201,1,1196,Piverone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1196,1196,G719
1,201,1,1197,Poirino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1197,1197,G777
1,201,1,1198,Pomaretto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1198,1198,G805
1,201,1,1199,Pont Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1199,1199,G826
1,201,1,1200,Porte,1,Nord-ovest,Piemonte,Torino,3,0,TO,1200,1200,G900
1,201,1,1201,Pragelato,1,Nord-ovest,Piemonte,Torino,3,0,TO,1201,1201,G973
1,201,1,1202,Prali,1,Nord-ovest,Piemonte,Torino,3,0,TO,1202,1202,G978
1,201,1,1203,Pralormo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1203,1203,G979
1,201,1,1204,Pramollo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1204,1204,G982
1,201,1,1205,Prarostino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1205,1205,G986
1,201,1,1206,Prascorsano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1206,1206,G988
1,201,1,1207,Pratiglione,1,Nord-ovest,Piemonte,Torino,3,0,TO,1207,1207,G997
1,201,1,1208,Quagliuzzo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1208,1208,H100
1,201,1,1209,Quassolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1209,1209,H120
1,201,1,1210,Quincinetto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1210,1210,H127
1,201,1,1211,Reano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1211,1211,H207
1,201,1,1212,Ribordone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1212,1212,H270
1,201,1,1213,Rivalba,1,Nord-ovest,Piemonte,Torino,3,0,TO,1213,1213,H333
1,201,1,1214,Rivalta di Torino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1214,1214,H335
1,201,1,1215,Riva presso Chieri,1,Nord-ovest,Piemonte,Torino,3,0,TO,1215,1215,H337
1,201,1,1216,Rivara,1,Nord-ovest,Piemonte,Torino,3,0,TO,1216,1216,H338
1,201,1,1217,Rivarolo Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1217,1217,H340
1,201,1,1218,Rivarossa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1218,1218,H344
1,201,1,1219,Rivoli,1,Nord-ovest,Piemonte,Torino,3,0,TO,1219,1219,H355
1,201,1,1220,Robassomero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1220,1220,H367
1,201,1,1221,Rocca Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1221,1221,H386
1,201,1,1222,Roletto,1,Nord-ovest,Piemonte,Torino,3,0,TO,1222,1222,H498
1,201,1,1223,Romano Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1223,1223,H511
1,201,1,1224,Ronco Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1224,1224,H539
1,201,1,1225,Rondissone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1225,1225,H547
1,201,1,1226,Rorà,1,Nord-ovest,Piemonte,Torino,3,0,TO,1226,1226,H554
1,201,1,1227,Roure,1,Nord-ovest,Piemonte,Torino,3,0,TO,1227,1227,H555
1,201,1,1228,Rosta,1,Nord-ovest,Piemonte,Torino,3,0,TO,1228,1228,H583
1,201,1,1229,Rubiana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1229,1229,H627
1,201,1,1230,Rueglio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1230,1230,H631
1,201,1,1231,Salassa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1231,1231,H691
1,201,1,1232,Salbertrand,1,Nord-ovest,Piemonte,Torino,3,0,TO,1232,1232,H684
1,201,1,1233,Salerano Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1233,1233,H702
1,201,1,1234,Salza di Pinerolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1234,1234,H734
1,201,1,1235,Samone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1235,1235,H753
1,201,1,1236,San Benigno Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1236,1236,H775
1,201,1,1237,San Carlo Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1237,1237,H789
1,201,1,1238,San Colombano Belmonte,1,Nord-ovest,Piemonte,Torino,3,0,TO,1238,1238,H804
1,201,1,1239,San Didero,1,Nord-ovest,Piemonte,Torino,3,0,TO,1239,1239,H820
1,201,1,1240,San Francesco al Campo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1240,1240,H847
1,201,1,1241,Sangano,1,Nord-ovest,Piemonte,Torino,3,0,TO,1241,1241,H855
1,201,1,1242,San Germano Chisone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1242,1242,H862
1,201,1,1243,San Gillio,1,Nord-ovest,Piemonte,Torino,3,0,TO,1243,1243,H873
1,201,1,1244,San Giorgio Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1244,1244,H890
1,201,1,1245,San Giorio di Susa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1245,1245,H900
1,201,1,1246,San Giusto Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1246,1246,H936
1,201,1,1247,San Martino Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1247,1247,H997
1,201,1,1248,San Maurizio Canavese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1248,1248,I024
1,201,1,1249,San Mauro Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1249,1249,I030
1,201,1,1250,San Pietro Val Lemina,1,Nord-ovest,Piemonte,Torino,3,0,TO,1250,1250,I090
1,201,1,1251,San Ponso,1,Nord-ovest,Piemonte,Torino,3,0,TO,1251,1251,I126
1,201,1,1252,San Raffaele Cimena,1,Nord-ovest,Piemonte,Torino,3,0,TO,1252,1252,I137
1,201,1,1253,San Sebastiano da Po,1,Nord-ovest,Piemonte,Torino,3,0,TO,1253,1253,I152
1,201,1,1254,San Secondo di Pinerolo,1,Nord-ovest,Piemonte,Torino,3,0,TO,1254,1254,I154
1,201,1,1255,Sant'Ambrogio di Torino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1255,1255,I258
1,201,1,1256,Sant'Antonino di Susa,1,Nord-ovest,Piemonte,Torino,3,0,TO,1256,1256,I296
1,201,1,1257,Santena,1,Nord-ovest,Piemonte,Torino,3,0,TO,1257,1257,I327
1,201,1,1258,Sauze di Cesana,1,Nord-ovest,Piemonte,Torino,3,0,TO,1258,1258,I465
1,201,1,1259,Sauze d'Oulx,1,Nord-ovest,Piemonte,Torino,3,0,TO,1259,1259,I466
1,201,1,1260,Scalenghe,1,Nord-ovest,Piemonte,Torino,3,0,TO,1260,1260,I490
1,201,1,1261,Scarmagno,1,Nord-ovest,Piemonte,Torino,3,0,TO,1261,1261,I511
1,201,1,1262,Sciolze,1,Nord-ovest,Piemonte,Torino,3,0,TO,1262,1262,I539
1,201,1,1263,Sestriere,1,Nord-ovest,Piemonte,Torino,3,0,TO,1263,1263,I692
1,201,1,1264,Settimo Rottaro,1,Nord-ovest,Piemonte,Torino,3,0,TO,1264,1264,I701
1,201,1,1265,Settimo Torinese,1,Nord-ovest,Piemonte,Torino,3,0,TO,1265,1265,I703
1,201,1,1266,Settimo Vittone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1266,1266,I702
1,201,1,1267,Sparone,1,Nord-ovest,Piemonte,Torino,3,0,TO,1267,1267,I886
1,201,1,1268,Strambinello,1,Nord-ovest,Piemonte,Torino,3,0,TO,1268,1268,I969
1,201,1,1269,Strambino,1,Nord-ovest,Piemonte,Torino,3,0,TO,1269,1269,I970
