Codice Regione,Codice Unità territoriale sovracomunale,Codice Provincia,Codice Comune formato alfanumerico,Denominazione in italiano,Codice Ripartizione Geografica,Ripartizione geografica,Regione,Provincia,Tipologia di Unità territoriale sovracomunale,Flag capoluogo di provincia città metropolitana,Sigla automobilistica,Codice Comune formato numerico,Codice Comune numerico con 103 province (dal 1995 al 2005),Codice Catastale del comune
8,35,35,35008,Cadelbosco di Sopra,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35008,35008,B328
8,35,35,35009,Campagnola Emilia,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35009,35009,B499
8,35,35,35010,Campegine,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35010,35010,B502
8,35,35,35011,Carpineti,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35011,35011,B825
8,35,35,35012,Casalgrande,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35012,35012,B893
8,35,35,35013,Casina,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35013,35013,B967
8,35,35,35014,Castellarano,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35014,35014,C141
8,35,35,35015,Castelnovo di Sotto,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35015,35015,C218
8,35,35,35016,Castelnovo ne' Monti,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35016,35016,C219
8,35,35,35017,Cavriago,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35017,35017,C405
8,35,35,35018,Canossa,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35018,35018,C669
8,35,35,35020,Correggio,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35020,35020,D037
8,35,35,35021,Fabbrico,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35021,35021,D450
8,35,35,35022,Gattatico,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35022,35022,D934
8,35,35,35023,Gualtieri,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35023,35023,E232
8,35,35,35024,Guastalla,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35024,35024,E253
8,35,35,35026,Luzzara,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35026,35026,E772
8,35,35,35027,Montecchio Emilia,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35027,35027,F463
8,35,35,35028,Novellara,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35028,35028,F960
8,35,35,35029,Poviglio,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35029,35029,G947
8,35,35,35030,Quattro Castella,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35030,35030,H122
8,35,35,35032,Reggiolo,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35032,35032,H225
8,35,35,35033,Reggio nell'Emilia,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,1,RE,35033,35033,H223
8,35,35,35034,Rio Saliceto,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35034,35034,H298
8,35,35,35035,Rolo,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35035,35035,H500
8,35,35,35036,Rubiera,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35036,35036,H628
8,35,35,35037,San Martino in Rio,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35037,35037,I011
8,35,35,35038,San Polo d'Enza,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35038,35038,I123
8,35,35,35039,Sant'Ilario d'Enza,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35039,35039,I342
8,35,35,35040,Scandiano,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35040,35040,I496
8,35,35,35041,Toano,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35041,35041,L184
8,35,35,35042,Vetto,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35042,35042,L815
8,35,35,35043,Vezzano sul Crostolo,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35043,35043,L820
8,35,35,35044,Viano,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35044,35044,L831
8,35,35,35045,Villa Minozzo,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35045,35045,L969
8,35,35,35046,Ventasso,2,Nord-est,Emilia-Romagna,Reggio nell'Emilia,1,0,RE,35046,35046,M364
8,36,36,36001,Bastiglia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36001,36001,A713
8,36,36,36002,Bomporto,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36002,36002,A959
8,36,36,36003,Campogalliano,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36003,36003,B539
8,36,36,36004,Camposanto,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36004,36004,B566
8,36,36,36005,Carpi,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36005,36005,B819
8,36,36,36006,Castelfranco Emilia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36006,36006,C107
8,36,36,36007,Castelnuovo Rangone,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36007,36007,C242
8,36,36,36008,Castelvetro di Modena,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36008,36008,C287
8,36,36,36009,Cavezzo,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36009,36009,C398
8,36,36,36010,Concordia sulla Secchia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36010,36010,C951
8,36,36,36011,Fanano,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36011,36011,D486
8,36,36,36012,Finale Emilia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36012,36012,D599
8,36,36,36013,Fiorano Modenese,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36013,36013,D607
8,36,36,36014,Fiumalbo,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36014,36014,D617
8,36,36,36015,Formigine,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36015,36015,D711
8,36,36,36016,Frassinoro,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36016,36016,D783
8,36,36,36017,Guiglia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36017,36017,E264
8,36,36,36018,Lama Mocogno,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36018,36018,E426
8,36,36,36019,Maranello,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36019,36019,E904
8,36,36,36020,Marano sul Panaro,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36020,36020,E905
8,36,36,36021,Medolla,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36021,36021,F087
8,36,36,36022,Mirandola,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36022,36022,F240
8,36,36,36023,Modena,2,Nord-est,Emilia-Romagna,Modena,1,1,MO,36023,36023,F257
8,36,36,36024,Montecreto,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36024,36024,F484
8,36,36,36025,Montefiorino,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36025,36025,F503
8,36,36,36026,Montese,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36026,36026,F642
8,36,36,36027,Nonantola,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36027,36027,F930
8,36,36,36028,Novi di Modena,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36028,36028,F966
8,36,36,36029,Palagano,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36029,36029,G250
8,36,36,36030,Pavullo nel Frignano,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36030,36030,G393
8,36,36,36031,Pievepelago,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36031,36031,G649
8,36,36,36032,Polinago,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36032,36032,G789
8,36,36,36033,Prignano sulla Secchia,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36033,36033,H061
8,36,36,36034,Ravarino,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36034,36034,H195
8,36,36,36035,Riolunato,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36035,36035,H303
8,36,36,36036,San Cesario sul Panaro,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36036,36036,H794
8,36,36,36037,San Felice sul Panaro,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36037,36037,H835
8,36,36,36038,San Possidonio,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36038,36038,I128
8,36,36,36039,San Prospero,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36039,36039,I133
8,36,36,36040,Sassuolo,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36040,36040,I462
8,36,36,36041,Savignano sul Panaro,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36041,36041,I473
8,36,36,36042,Serramazzoni,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36042,36042,F357
8,36,36,36043,Sestola,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36043,36043,I689
8,36,36,36044,Soliera,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36044,36044,I802
8,36,36,36045,Spilamberto,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36045,36045,I903
8,36,36,36046,Vignola,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36046,36046,L885
8,36,36,36047,Zocca,2,Nord-est,Emilia-Romagna,Modena,1,0,MO,36047,36047,M183
8,237,37,37001,Anzola dell'Emilia,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37001,37001,A324
8,237,37,37002,Argelato,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37002,37002,A392
8,237,37,37003,Baricella,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37003,37003,A665
8,237,37,37005,Bentivoglio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37005,37005,A785
8,237,37,37006,Bologna,2,Nord-est,Emilia-Romagna,Bologna,3,1,BO,37006,37006,A944
8,237,37,37007,Borgo Tossignano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37007,37007,B044
8,237,37,37008,Budrio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37008,37008,B249
8,237,37,37009,Calderara di Reno,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37009,37009,B399
8,237,37,37010,Camugnano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37010,37010,B572
8,237,37,37011,Casalecchio di Reno,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37011,37011,B880
8,237,37,37012,Casalfiumanese,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37012,37012,B892
8,237,37,37013,Castel d'Aiano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37013,37013,C075
8,237,37,37014,Castel del Rio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37014,37014,C086
8,237,37,37015,Castel di Casio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37015,37015,B969
8,237,37,37016,Castel Guelfo di Bologna,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37016,37016,C121
8,237,37,37017,Castello d'Argile,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37017,37017,C185
8,237,37,37019,Castel Maggiore,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37019,37019,C204
8,237,37,37020,Castel San Pietro Terme,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37020,37020,C265
8,237,37,37021,Castenaso,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37021,37021,C292
8,237,37,37022,Castiglione dei Pepoli,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37022,37022,C296
8,237,37,37024,Crevalcore,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37024,37024,D166
8,237,37,37025,Dozza,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37025,37025,D360
8,237,37,37026,Fontanelice,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37026,37026,D668
8,237,37,37027,Gaggio Montano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37027,37027,D847
8,237,37,37028,Galliera,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37028,37028,D878
8,237,37,37030,Granarolo dell'Emilia,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37030,37030,E136
8,237,37,37031,Grizzana Morandi,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37031,37031,E187
8,237,37,37032,Imola,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37032,37032,E289
8,237,37,37033,Lizzano in Belvedere,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37033,37033,A771
8,237,37,37034,Loiano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37034,37034,E655
8,237,37,37035,Malalbergo,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37035,37035,E844
8,237,37,37036,Marzabotto,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37036,37036,B689
8,237,37,37037,Medicina,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37037,37037,F083
8,237,37,37038,Minerbio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37038,37038,F219
8,237,37,37039,Molinella,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37039,37039,F288
8,237,37,37040,Monghidoro,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37040,37040,F363
8,237,37,37041,Monterenzio,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37041,37041,F597
8,237,37,37042,Monte San Pietro,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37042,37042,F627
8,237,37,37044,Monzuno,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37044,37044,F706
8,237,37,37045,Mordano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37045,37045,F718
8,237,37,37046,Ozzano dell'Emilia,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37046,37046,G205
8,237,37,37047,Pianoro,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37047,37047,G570
8,237,37,37048,Pieve di Cento,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37048,37048,G643
8,237,37,37050,Sala Bolognese,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37050,37050,H678
8,237,37,37051,San Benedetto Val di Sambro,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37051,37051,G566
8,237,37,37052,San Giorgio di Piano,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37052,37052,H896
8,237,37,37053,San Giovanni in Persiceto,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37053,37053,G467
8,237,37,37054,San Lazzaro di Savena,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37054,37054,H945
8,237,37,37055,San Pietro in Casale,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37055,37055,I110
8,237,37,37056,Sant'Agata Bolognese,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37056,37056,I191
8,237,37,37057,Sasso Marconi,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37057,37057,G972
8,237,37,37059,Vergato,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37059,37059,L762
8,237,37,37060,Zola Predosa,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37060,37060,M185
8,237,37,37061,Valsamoggia,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37061,37061,M320
8,237,37,37062,Alto Reno Terme,2,Nord-est,Emilia-Romagna,Bologna,3,0,BO,37062,37062,M369
8,38,38,38001,Argenta,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38001,38001,A393
8,38,38,38003,Bondeno,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38003,38003,A965
8,38,38,38004,Cento,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38004,38004,C469
8,38,38,38005,Codigoro,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38005,38005,C814
8,38,38,38006,Comacchio,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38006,38006,C912
8,38,38,38007,Copparo,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38007,38007,C980
8,38,38,38008,Ferrara,2,Nord-est,Emilia-Romagna,Ferrara,1,1,FE,38008,38008,D548
8,38,38,38010,Jolanda di Savoia,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38010,38010,E320
8,38,38,38011,Lagosanto,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38011,38011,E410
8,38,38,38012,Masi Torello,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38012,38012,F016
8,38,38,38014,Mesola,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38014,38014,F156
8,38,38,38017,Ostellato,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38017,38017,G184
8,38,38,38018,Poggio Renatico,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38018,38018,G768
8,38,38,38019,Portomaggiore,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38019,38019,G916
8,38,38,38022,Vigarano Mainarda,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38022,38022,L868
8,38,38,38023,Voghiera,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38023,38023,M110
8,38,38,38025,Goro,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38025,38025,E107
8,38,38,38027,Fiscaglia,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38027,38027,M323
8,38,38,38028,Terre del Reno,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38028,38028,M381
8,38,38,38029,Riva del Po,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38029,38029,M410
8,38,38,38030,Tresignana,2,Nord-est,Emilia-Romagna,Ferrara,1,0,FE,38030,38030,M409
8,39,39,39001,Alfonsine,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39001,39001,A191
8,39,39,39002,Bagnacavallo,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39002,39002,A547
8,39,39,39003,Bagnara di Romagna,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39003,39003,A551
8,39,39,39004,Brisighella,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39004,39004,B188
8,39,39,39005,Casola Valsenio,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39005,39005,B982
8,39,39,39006,Castel Bolognese,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39006,39006,C065
8,39,39,39007,Cervia,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39007,39007,C553
8,39,39,39008,Conselice,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39008,39008,C963
8,39,39,39009,Cotignola,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39009,39009,D121
8,39,39,39010,Faenza,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39010,39010,D458
8,39,39,39011,Fusignano,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39011,39011,D829
8,39,39,39012,Lugo,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39012,39012,E730
8,39,39,39013,Massa Lombarda,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39013,39013,F029
8,39,39,39014,Ravenna,2,Nord-est,Emilia-Romagna,Ravenna,1,1,RA,39014,39014,H199
8,39,39,39015,Riolo Terme,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39015,39015,H302
8,39,39,39016,Russi,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39016,39016,H642
8,39,39,39017,Sant'Agata sul Santerno,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39017,39017,I196
8,39,39,39018,Solarolo,2,Nord-est,Emilia-Romagna,Ravenna,1,0,RA,39018,39018,I787
8,40,40,40001,Bagno di Romagna,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40001,40001,A565
8,40,40,40003,Bertinoro,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40003,40003,A809
8,40,40,40004,Borghi,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40004,40004,B001
8,40,40,40005,Castrocaro Terme e Terra del Sole,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40005,40005,C339
8,40,40,40007,Cesena,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40007,40007,C573
8,40,40,40008,Cesenatico,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40008,40008,C574
8,40,40,40009,Civitella di Romagna,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40009,40009,C777
8,40,40,40011,Dovadola,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40011,40011,D357
8,40,40,40012,Forlì,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,1,FC,40012,40012,D704
8,40,40,40013,Forlimpopoli,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40013,40013,D705
8,40,40,40014,Galeata,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40014,40014,D867
8,40,40,40015,Gambettola,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40015,40015,D899
8,40,40,40016,Gatteo,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40016,40016,D935
8,40,40,40018,Longiano,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40018,40018,E675
8,40,40,40019,Meldola,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40019,40019,F097
8,40,40,40020,Mercato Saraceno,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40020,40020,F139
8,40,40,40022,Modigliana,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40022,40022,F259
8,40,40,40028,Montiano,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40028,40028,F668
8,40,40,40031,Portico e San Benedetto,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40031,40031,G904
8,40,40,40032,Predappio,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40032,40032,H017
8,40,40,40033,Premilcuore,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40033,40033,H034
8,40,40,40036,Rocca San Casciano,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40036,40036,H437
8,40,40,40037,Roncofreddo,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40037,40037,H542
8,40,40,40041,San Mauro Pascoli,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40041,40041,I027
8,40,40,40043,Santa Sofia,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40043,40043,I310
8,40,40,40044,Sarsina,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40044,40044,I444
8,40,40,40045,Savignano sul Rubicone,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40045,40045,I472
8,40,40,40046,Sogliano al Rubicone,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40046,40046,I779
8,40,40,40049,Tredozio,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40049,40049,L361
8,40,40,40050,Verghereto,2,Nord-est,Emilia-Romagna,Forlì-Cesena,1,0,FC,40050,40050,L764
8,99,99,99001,Bellaria-Igea Marina,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99001,99001,A747
8,99,99,99002,Cattolica,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99002,99002,C357
8,99,99,99003,Coriano,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99003,99003,D004
8,99,99,99004,Gemmano,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99004,99004,D961
8,99,99,99005,Misano Adriatico,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99005,99005,F244
8,99,99,99006,Mondaino,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99006,99006,F346
8,99,99,99008,Montefiore Conca,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99008,99008,F502
8,99,99,99009,Montegridolfo,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99009,99009,F523
8,99,99,99011,Morciano di Romagna,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99011,99011,F715
8,99,99,99013,Riccione,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99013,99013,H274
8,99,99,99014,Rimini,2,Nord-est,Emilia-Romagna,Rimini,1,1,RN,99014,99014,H294
8,99,99,99015,Saludecio,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99015,99015,H724
8,99,99,99016,San Clemente,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99016,99016,H801
8,99,99,99017,San Giovanni in Marignano,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99017,99017,H921
8,99,99,99018,Santarcangelo di Romagna,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99018,99018,I304
8,99,99,99020,Verucchio,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99020,99020,L797
8,99,99,99021,Casteldelci,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99021,41011,C080
8,99,99,99022,Maiolo,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99022,41024,E838
8,99,99,99023,Novafeltria,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99023,41039,F137
8,99,99,99024,Pennabilli,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99024,41042,G433
8,99,99,99025,San Leo,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99025,41053,H949
8,99,99,99026,Sant'Agata Feltria,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99026,41055,I201
8,99,99,99027,Talamello,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99027,41063,L034
8,99,99,99028,Poggio Torriana,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99028,99028,M324
8,99,99,99029,Montescudo-Monte Colombo,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99029,99029,M368
8,99,99,99030,Montecopiolo,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99030,41033,F478
8,99,99,99031,Sassofeltrio,2,Nord-est,Emilia-Romagna,Rimini,1,0,RN,99031,41060,I460
9,45,45,45001,Aulla,3,Centro,Toscana,Massa-Carrara,1,0,MS,45001,45001,A496
9,45,45,45002,Bagnone,3,Centro,Toscana,Massa-Carrara,1,0,MS,45002,45002,A576
9,45,45,45003,Carrara,3,Centro,Toscana,Massa-Carrara,1,0,MS,45003,45003,B832
9,45,45,45004,Casola in Lunigiana,3,Centro,Toscana,Massa-Carrara,1,0,MS,45004,45004,B979
9,45,45,45005,Comano,3,Centro,Toscana,Massa-Carrara,1,0,MS,45005,45005,C914
9,45,45,45006,Filattiera,3,Centro,Toscana,Massa-Carrara,1,0,MS,45006,45006,D590
9,45,45,45007,Fivizzano,3,Centro,Toscana,Massa-Carrara,1,0,MS,45007,45007,D629
